Accession,Species Names01,Gene Symbol01,Control 2h,Control 2h_2,Control 2h_3,Control 6h_1,Control 6h_2,Control 6h_3,Control 10h_1 ,Control 10h_2,Control 10h_3,Control 24h_1,Control 24h_2,Control 24h_3,Virus 2h_1,Virus 2h_2,Virus 2h_3,Virus 6h_1,Virus 6h_2,Virus 6h_3,Virus 10h_1,Virus 10h_2,Virus 10h_3,Virus 24h_1,Virus 24h_2,Virus 24h_3,Ratio 2h,Ratio 6h,Ratio 10h ,Ratio 24h,P value 2h,P value 6h,P value 10h,P value 24h
Q16850,Homo sapiens OX=9606,CYP51A1,208.059037502166,199.723440428997,187.351631155061,184.697421330724,169.499929493102,175.889705873951,180.500509485119,191.88111165473,144.654990129164,280.810464405181,318.924511806479,307.361084595672,198.570339343343,211.468592137342,205.720179125516,171.454342185324,163.102122961748,171.420010733346,141.352992317378,144.903218398636,116.782897668666,24.4645922371575,5.17651889672784,37.6455197305426,0.04915126285744,-0.067159002346645,-0.359346605517718,-3.75286354887936,0.386416218237986,0.197696137141018,0.085894750914255,4.48352268693179E-05
P17844,Homo sapiens OX=9606,DDX5,191.878832430035,273.803752153229,207.902176053471,271.182339459596,287.831315337094,219.125537901965,217.980110341681,224.351973023411,160.178119865804,174.879057391927,207.438451445627,147.932843673413,255.943270068368,259.964902617656,204.637176115695,269.758454793652,285.720302474443,219.855113914376,208.306229591191,236.189803801792,152.832838263256,111.124994020318,171.968687432147,106.933197247709,0.097229732981177,-0.005210554251644,-0.012460217358349,-0.443100124139632,0.637516945102364,0.975539524289999,0.959403397925905,0.160349764709503
P68104,Homo sapiens OX=9606,EEF1A1,180.429495580741,165.593811492366,249.625024688837,371.927646738255,436.686123957419,357.395406208555,401.082889741205,600.934220918694,456.927462886,130.174379273776,156.535484038935,177.091918520418,213.187670704532,191.74398228523,203.933996669773,275.98219160449,420.181146841654,409.192887816622,265.559292964371,301.110662411284,349.053438515599,52.1311349560901,90.3364712953042,87.1644147326008,0.031663101770965,-0.077067757158834,-0.671941290654966,-1.01418453022132,0.876612859888955,0.719068336356116,0.047936078404641,0.012952940280566
P06748,Homo sapiens OX=9606,NPM1,169.469018074775,132.253373364553,199.20131255428,239.28273662297,252.553616698468,307.909154794619,289.223281015685,367.418679546068,427.365214263522,188.5961992229,182.657276982442,204.336581403542,158.228270279195,139.108898027816,203.257738207051,273.078891226671,267.280888645938,357.407258708823,272.328382257098,250.221401817914,309.03088324542,28.138389555609,242.772619703112,237.669186990882,-0.000947270485569,0.166800144572635,-0.382446181866946,-0.178566386455412,0.996971394646273,0.414409185305999,0.125297210108991,0.768806580078985
P61313,Homo sapiens OX=9606,RPL15,127.542260179022,120.603158629851,194.119285464762,139.569702887106,127.572455703443,179.577063744222,128.767925750744,145.508534190263,183.639439948046,144.196703005191,145.724532308633,188.44862302076,133.327675410722,135.50048341743,199.498532478165,148.567433785095,133.822267745906,200.357837382939,145.796660749186,169.674244618456,193.189467077125,154.768091210035,125.260871766068,203.27453270527,0.082605153814688,0.11190056905261,0.151620044816924,0.014802940209005,0.799099642159159,0.663140186591735,0.470252633799272,0.954307524039139
P42704,Homo sapiens OX=9606,LRPPRC,314.468180085546,237.886324151304,231.116762277635,185.718911884959,246.073264625822,294.626681431595,319.184302199049,388.39131056797,373.255481661405,264.84782416724,280.728493321615,270.323567226647,136.629645943568,169.317335771473,197.781705584434,276.462353483791,262.234205174567,308.320385706079,197.311198589237,274.702060305641,280.914913214647,85.830819728624,198.039237358133,204.58234241696,-0.637233470745347,0.221589174909187,-0.52155693900572,-0.740174160630945,0.043656910137674,0.306493634910273,0.032804912618982,0.048234846724256
P09211,Homo sapiens OX=9606,GSTP1,201.038751250866,334.706669615003,198.923812048772,385.200230590503,532.860875916379,345.849877057827,385.316736704747,623.372401250663,348.178128116353,518.392764927432,834.725517243953,536.346167338138,162.723609310082,342.566783332155,196.877039880839,256.011689668834,538.966612879453,320.308672942676,300.671902523499,500.56197159996,399.800692172907,225.30344423379,388.452135468016,242.915660783307,-0.065279773893166,-0.180479879944792,-0.176001924700086,-1.1411638130277,0.88629858470793,0.655137912855311,0.642869923121401,0.040064518170548
P27487,Homo sapiens OX=9606,DPP4,196.816014320023,204.115226513544,187.460265119948,226.53127245336,244.121625980626,226.764133392684,203.146869432288,210.637328206765,191.5005927367,130.295971859332,133.992730502364,144.101707984612,194.0219526907,202.135961197996,188.764946660345,203.678316275905,212.047270188216,214.839361561918,168.174807282845,153.823091784184,161.657102223667,21.5027221876641,13.520149239367,22.6697479493912,-0.008530044879346,-0.145376621603545,-0.323635782068225,-2.82349031820688,0.860994185864127,0.029503885102233,0.004288166839629,2.03014808247503E-05
P11142,Homo sapiens OX=9606,HSPA8,130.072275912537,374.109308213951,231.62744688005,722.222207009192,921.45941499154,666.579309526119,1043.71221907164,1255.27274730568,937.394233403977,253.204175478307,453.001014971042,276.446602551345,251.797927802781,339.296066143686,182.908123781188,689.367568282238,919.288576470244,658.414990276809,740.192853441009,885.243924326583,766.330366508081,164.927889657656,488.102802017583,329.462494198059,0.073006130252778,-0.027226145521378,-0.436303715591803,-0.000232880239473,0.886879418169318,0.90472590736388,0.053035974026958,0.999647924617024
P29966,Homo sapiens OX=9606,MARCKS,68.1985555006731,107.039842523665,177.835267968331,75.600684284189,110.441431306623,141.62496480221,69.9717208321804,95.0382038325004,130.466170548431,120.608239931499,161.643521135252,245.696712375331,81.3656478494975,111.339534644855,181.060624105976,69.9873223200933,88.038654090688,137.370315845304,42.1392195117372,62.5826633452447,98.3117953213481,75.1276608939672,32.5741928862677,130.858672510534,0.082165370677411,-0.149579019602047,-0.541322363266402,-1.14604178725179,0.882004709682935,0.717877983532221,0.268981750758375,0.106856719076175
Q08380,Homo sapiens OX=9606,LGALS3BP,187.544711046231,166.740082811612,183.83144357482,182.938939119357,161.154710734114,162.492850217178,179.739536228124,168.526895444637,161.585506345333,186.615520723086,185.459568376056,186.905039430083,174.056901882188,180.143095506017,179.163243449241,158.752495051955,186.868195921173,169.850928514996,149.3523949967,132.68139978524,143.849239793641,83.9156504990166,130.961251754982,87.1900295658867,-0.012799441769309,0.02508436733366,-0.259621086485649,-0.887928740352428,0.824130862282194,0.79739804459928,0.017831743061218,0.004851179463713
P10412,Homo sapiens OX=9606,HIST1H1E,204.62525877609,216.982160362009,222.853499553012,208.472861727467,146.676821300284,180.338837237321,169.656481703916,155.318626901302,127.405493745807,560.759413619603,654.706398820514,643.791051409436,141.26539656232,148.965908094381,175.233903958737,151.736723957987,110.730661349181,127.099073414942,150.712523176287,151.801180765913,101.815286751067,115.984476976665,111.811603661637,83.0261180468954,-0.469419536536822,-0.458986178809701,-0.162007419626306,-2.5805646494558,0.006777176927409,0.086186248585752,0.480858183838514,8.04124313062438E-05
P07602,Homo sapiens OX=9606,PSAP,138.273771189308,184.865029522658,183.902036515786,161.889508762651,181.93299157447,184.790096054681,137.552935530184,160.334287758444,166.446459332013,138.257063279197,175.446445587409,166.170582229106,102.365172496441,164.754100731804,174.752600716142,121.276706166192,136.377175952825,142.958510311118,80.3274299526266,95.9047423074479,100.525247554644,31.6533846418486,21.6585831061411,76.7313936379956,-0.198473843514069,-0.400003753833542,-0.746539941439361,-1.88366316985835,0.471834821265129,0.011493192800818,0.004285324021353,0.004546736894115
P23246,Homo sapiens OX=9606,SFPQ,163.432805307774,155.004549901095,204.680675180373,152.688838100031,167.266079506881,214.94293410999,127.347061431771,155.298228782908,169.431637720318,161.578306792318,145.785028218006,172.541168408298,169.957313807582,153.425752315143,173.215308121563,162.928328641428,174.678848548914,193.157109042296,142.4207775433,131.032929025064,178.265445173562,118.523473008959,161.72335839475,271.856557362054,-0.075056958012895,-0.011192110747542,-0.001142208907653,0.202191104949881,0.621055442360356,0.950257556776028,0.995255650474085,0.630673717239293
O60701,Homo sapiens OX=9606,UGDH,159.527483276075,201.147900054518,180.652868193796,273.368593422356,286.808697718248,239.860070686489,138.436617794576,193.980683412449,133.473623017007,117.423289650492,145.51309982141,129.778269614403,160.453105208542,192.252185565854,168.921236776535,212.177190511554,257.492510281659,228.088524196942,81.080985818936,124.290392047849,93.1153774188287,0,77.4427751838986,42.3940232445038,-0.053486442875556,-0.197340150079362,-0.642325309948171,-1.71241046507559,0.690278684308315,0.151456036661234,0.074595312301728,0.018798451154044
P15924,Homo sapiens OX=9606,DSP,145.480245655187,140.618791927926,154.212484437167,119.78939974627,119.556182622255,138.764448004159,104.479374269974,119.477544611942,142.395146749227,153.171131523704,153.765598700663,165.305887991724,157.197109430864,152.977176013488,166.097288845103,109.705793773212,114.92832072636,144.902308436033,90.2112616430208,84.3442592717653,117.44034355605,52.5950818937509,17.2444856280893,70.66448164433,0.113259848665815,-0.033089552180879,-0.327282813758185,-1.74891653766821,0.09678529303076,0.832712957890256,0.174178310158451,0.002396133038834
P46782,Homo sapiens OX=9606,RPS5,157.778639135397,117.176664895847,155.85316800162,186.042935643448,171.916672284717,193.586091839052,202.446098495703,181.400380996119,190.86974950604,192.960932968762,200.098909538705,175.204207273009,184.448645399977,133.851934363908,165.937879379837,168.811568377715,144.233414066909,160.33731035522,223.889868292729,171.558142578589,231.789447450403,179.808720255122,180.26996886329,263.838379034647,0.168671044108004,-0.220474687003804,0.126161930110082,0.134792828251762,0.419953927068932,0.053422709399833,0.427696471710574,0.55583706708239
P07858,Homo sapiens OX=9606,CTSB,171.06389850393,174.083218154004,159.635221378654,170.138363521514,175.319929446915,160.763310898372,147.448206384323,139.186946984303,132.59415803139,134.45972900781,129.998046768774,124.480394448572,159.13088580748,152.414185840096,162.284182683555,161.899218964297,172.92197459762,178.295531587219,128.980115830357,113.743709432093,129.132954670114,24.1339329506708,26.112132736432,25.1892213200804,-0.091294158699536,0.019517973024588,-0.172992513275629,-2.36622937893752,0.122143213942919,0.739093508615269,0.077104263565707,3.75027027152151E-06
