Accession,Species Names01,Gene Symbol01,Control 2h,Control 2h_2,Control 2h_3,Control 6h_1,Control 6h_2,Control 6h_3,Control 10h_1 ,Control 10h_2,Control 10h_3,Control 24h_1,Control 24h_2,Control 24h_3,Virus 2h_1,Virus 2h_2,Virus 2h_3,Virus 6h_1,Virus 6h_2,Virus 6h_3,Virus 10h_1,Virus 10h_2,Virus 10h_3,Virus 24h_1,Virus 24h_2,Virus 24h_3,Ratio 2h,Ratio 6h,Ratio 10h ,Ratio 24h,P value 2h,P value 6h,P value 10h,P value 24h
Q9NRV9,Homo sapiens OX=9606,HEBP1,43.9721148926533,73.1149433813968,34.4587326020992,49.6970141678439,53.261018188571,56.0602290504801,25.4608110145609,59.9138503955751,69.5486088444313,31.7296385027693,59.2626982538678,60.9394436579353,50.6167723768469,59.6807876810799,39.1508421314996,58.4710502618673,55.9126154415952,60.1481404803086,44.2153315746843,50.5521052646382,53.1186088511483,57.1229663905617,7.01142484865263,65.0906780034061,-0.020106309711087,0.13429752121501,-0.067067932177531,-0.233537702620221,0.959868781560039,0.079863388739334,0.871820289171546,0.730638610453141
P26641,Homo sapiens OX=9606,EEF1G,0,0,41.7410126371183,6.78624844605887,32.5042597395558,64.3702135036754,48.5982193064203,57.492151368065,103.94547488142,15.8147415440963,9.7197973308907,68.6780401299422,0,0,39.1120956976283,13.7520769726952,12.4839162722778,68.9919869324373,34.5708873585562,16.9771359260397,65.1799760735164,0,1.43351414750651,71.5964653306588,-0.093850760328149,-0.122411904941376,-0.847484905496044,-0.367430872212877,0.965546296281004,0.915852962801404,0.23380101075282,0.826315783086942
Q07954,Homo sapiens OX=9606,LRP1,37.063837089422,42.2907016888294,41.8686454052477,26.20635581054,41.9192397226993,39.9075801701677,39.2419136769481,45.6657014404835,41.8403418478219,33.8502252961236,39.4708328385196,34.3557488177621,37.5680721733441,49.4812567317581,38.9178828136727,26.5945202232762,33.400424492329,40.4175324562703,19.8484404111489,29.0692836749275,36.9932050859603,22.1536747190047,21.2608685844329,31.1621213480131,0.055382616744447,-0.105535866389533,-0.561048911969485,-0.529911353096231,0.720802250966915,0.709477815609688,0.061883440730124,0.038616671797611
P62829,Homo sapiens OX=9606,RPL23,36.2369801675489,17.2036173198317,32.2717987318454,48.8985809665151,42.0882600185708,57.9726211253062,62.5767663281862,49.6411985941754,67.4864346168688,40.2993093923219,47.4220568570501,57.2232971388567,28.1902658631029,33.3721238470014,38.5682736570263,31.638018655466,47.9995406739291,70.5904957234795,58.0472648812265,70.8303494165841,66.8593907996459,91.4449247180758,19.3329890153075,7.61504114119327,0.224308068052831,0.012234492485805,0.123290801271369,-0.291918982748813,0.502312603605923,0.973997442878443,0.458853684103998,0.7566126309226
P51572,Homo sapiens OX=9606,BCAP31,99.3105398237199,41.2043499036669,59.1237914148802,85.7828041115604,50.1460914508497,58.9142229132426,73.0680623999342,47.4425501148979,56.037295428861,104.186562993338,48.3804571017373,72.796724349635,60.375047337768,44.4760493810484,38.5260083358842,69.7616334598831,44.2229542092357,59.362573124739,52.896217074182,29.3023869459922,38.014697031579,41.2152883183326,22.3745618326069,30.5846838988725,-0.477576610252609,-0.168648771671992,-0.554463193073696,-1.25884654433267,0.365155636425794,0.61177208833538,0.139587297515404,0.062297444549972
P26373,Homo sapiens OX=9606,RPL13,0,0,32.8953918832027,58.0054112321261,17.9641672848027,99.36979062453,67.4343898508815,17.8180177251755,104.796982158314,24.7183934548481,11.413529757003,26.8725258980663,0,0,38.3142082850551,42.2856634054996,8.95717820965185,80.9745361185328,28.2056338064455,25.5759909702293,68.2280471633239,41.8568376253409,7.56431981354549,3.58184645477771,0.219993994852344,-0.407238155251579,-0.639378875068241,-0.24937958395175,0.919712413086728,0.670778067912024,0.473940361963136,0.811321934417612
Q8NBJ4,Homo sapiens OX=9606,GOLM1,0,36.0069202120996,37.059269376158,0,45.4137904733762,36.0366889458164,0,37.4251155485367,28.9493028704339,0,33.4136820407001,35.7998636259096,0,36.9954421029613,38.2817243839262,0,39.8152390940778,29.2276424678221,0,28.9016573210442,19.3554971006295,0,7.75103835934545,6.59360130779727,0.043008351941281,-0.23843051266143,-0.459884468194074,-2.2705426844004,0.968409964744682,0.831902294061208,0.691801842877266,0.196251264980533
Q13243,Homo sapiens OX=9606,SRSF5,30.0424691703821,33.0820900883295,39.974135629304,23.4023767680861,29.3123857799968,28.4359519494264,27.1140754910286,37.4392113230022,30.2102250272084,29.5154252336424,44.8136798836081,33.441615111476,40.5277875659191,41.9651741074405,38.26168084275,28.3899158419016,36.8659277535916,31.2775096365273,18.0702326050754,20.3744082664511,27.6222986773295,20.7987463538669,4.95395306995715,22.7530323001636,0.228052585832687,0.250423696828981,-0.520403148812957,-1.15173813175086,0.133195578879753,0.172938797300877,0.085025561586649,0.05306314527863
P26368,Homo sapiens OX=9606,U2AF2,48.8075935259082,66.9770719422363,40.1397988038427,67.1529977035842,73.1136805396869,43.303745554985,64.8837700433391,78.1201194131546,37.9339272211531,47.8357332302663,70.9856403823231,39.3952627235478,51.2644600243836,68.4234070490557,38.2465164810074,62.6445975648055,65.2990890350013,38.0567147378817,64.156522292524,75.3955427625993,44.5947239512628,51.0696843471144,71.1592720210802,44.9121679249463,0.018477989333344,-0.14514690610828,0.025362272868251,0.079165439588597,0.957392204150903,0.66565017937516,0.946066996018218,0.821179075294074
Q9HBB8,Homo sapiens OX=9606,CDHR5,73.5740020121064,70.0612995691724,35.2733789589947,77.1935717095409,69.27736344075,61.8780975755627,85.6945919790835,79.9011206329259,28.4768330475753,80.5867477221379,81.5281782711474,31.7275014840021,74.1961895592966,75.8990072232564,38.221471576933,78.924427218869,82.278414528386,54.6276653865156,79.2816889831146,72.0562702202095,32.9280283320385,66.733203073597,45.4485966419349,23.5638546135422,0.073937314225112,0.050896398535816,-0.074806244801713,-0.513978363508764,0.865202611938865,0.811113454033527,0.894736221855038,0.401111763453211
P14174,Homo sapiens OX=9606,MIF,4.25882790372862,18.3011473566344,37.93617700166,8.02606317805653,33.0020164510507,56.7039482664104,14.4523614389263,40.6114082900554,51.0981682848787,11.7713676232739,36.6413065932781,58.5017845470175,7.4217381423936,43.2474431313682,38.1679905930971,1.37700284083464,29.0052739690288,31.5042043843485,10.2949656733623,44.0684072591849,84.6196696915044,11.971975307913,80.6788167932777,106.187061978222,0.554320079846698,-0.659207133204254,0.388642257058973,0.895135466823072,0.559349317082903,0.522043128095999,0.673282360014959,0.381733609119143
Q7L9L4,Homo sapiens OX=9606,MOB1B,22.4029749260335,36.9214653976289,35.8545764140269,25.1092175192577,25.6060272145604,38.7200271801358,14.6552333077269,27.4843761498839,39.5870826991647,27.2063525688313,37.4754941517105,35.1114796872361,14.5985041954,30.4796850248623,38.1377055336612,18.9597494039587,28.297192911997,41.3357296654679,14.9320330690642,20.6113580280604,29.8782382766701,18.6063571420492,53.513248372544,36.6222730812069,-0.19378443215904,-0.01365655070338,-0.321039652152527,0.12389241215973,0.658230677643258,0.973246771202674,0.553481313412119,0.791330283591614
P20340,Homo sapiens OX=9606,RAB6A,17.9550681349839,46.4230261413787,37.6642115092144,37.5063948864523,49.6559636382855,64.0369683445708,21.5623549683968,37.1842103309888,61.0087253610954,20.6862490017018,51.3819064526597,70.1381953126396,28.9450065003499,43.7371854354276,38.1196080779364,0,42.1596354268694,41.7737131619754,0,43.1092125726221,58.6932609672571,15.7883983816974,68.7766232715391,65.7642626084055,0.118813914568761,-0.849135672221717,-0.234316778450011,0.080140179302654,0.772945929453018,0.232580633953055,0.789506187752723,0.909727622936412
O43819,Homo sapiens OX=9606,SCO2,44.323456949657,24.2093291298741,29.8254698666606,50.3360852183315,26.55247313401,35.9816729027167,46.7586619067711,32.232837564962,29.7916384423034,57.9905588687268,41.8703605880036,40.5313673054465,52.468570342357,30.9682299055471,37.6551806783356,47.7913195972482,32.9078674455711,31.7511866611446,47.8841911610441,28.0300984802468,14.0872796326747,0,0,0,0.299985269692537,-0.005376579811852,-0.27343288519809,Err:502,0.434491012404288,0.987838730796952,0.604269087003134,0.00112870717432
Q07157,Homo sapiens OX=9606,TJP1,73.8428860148611,42.0500935635817,41.9797805075255,52.9822179184379,33.606716405773,33.950317309907,40.1423880222315,19.918117318166,13.8350865605544,41.6857349815614,29.6938742909768,20.3746334515726,50.6118681951325,46.2299045997315,37.5603935353288,56.5363573102407,30.8837309102816,28.86711409597,21.3519450532123,6.77647064968723,6.94351440502935,26.343568662445,1.35439250663864,0,-0.232205873010879,-0.051810679462674,-1.07517147736611,-1.72799508560709,0.526157586292524,0.903418628130548,0.236625744737964,0.113102390451373
Q13347,Homo sapiens OX=9606,EIF3I,66.6951835368804,150.77005601868,51.4575763509263,89.8606400493961,64.6380556420102,53.9505738065982,92.2155942810391,101.768192990919,57.0342684487044,83.1165292670679,91.059880406646,48.6556678290231,83.0978851301241,39.6308013737252,37.4564954840713,79.7871451181354,73.8273488814669,56.4043283761734,119.240397843218,55.3928339494173,51.3635026128216,50.3465021169482,0,27.5521801861408,-0.747451464627743,0.01082231508481,-0.15148921469653,-1.51628609925568,0.349867619101969,0.969233383637087,0.763142881419691,0.068630092806206
O00625,Homo sapiens OX=9606,PIR,0,3.60286617033902,26.7621846317735,0,1.97219275909046,22.7449945683161,0,9.68699392215339,29.9595678355639,0,11.2468684836852,25.4929305447117,0,3.26709995494546,36.9472874433332,0,0,20.3581397069745,0,12.6511665692481,32.3175940562319,0,0,53.3490322404712,0.40529996017847,-0.279908845894743,0.181727365265311,0.538118365843949,0.831781500430856,0.890947827360193,0.897231357883328,0.78795608442229
P38159,Homo sapiens OX=9606,RBMX,37.4013938575873,22.7912819212938,24.3009561400113,49.0178336542858,23.9767567727748,29.5029850540722,42.1968028785666,28.0775629903989,33.8460269231629,33.1722919802925,30.8839746252765,29.3389858973953,44.7257929142446,30.8463748773386,36.9174713282076,44.7128853390203,27.2849356296566,37.2927969344727,40.0064882878044,30.4077799922347,40.846038141469,10.9200189565992,32.5868172605875,22.5667651558968,0.412877609691027,0.092579773546349,0.09568632462602,-0.499275234629862,0.202967433356778,0.816154575200086,0.676218904089127,0.225349355525874
Q96RP9,Homo sapiens OX=9606,GFM1,27.0915444626883,24.0992614008955,38.4246195002869,43.3063582033157,34.4481625750285,37.5452743347887,45.9361671272457,33.9418433020065,37.7556192883761,31.40685047549,36.7596025382934,42.4546730546193,27.7969330154767,15.6396297324021,36.8405267906164,41.7607951434016,25.8536984124394,32.1611583119339,44.8581025746309,34.0568181745874,44.4554277264304,0,12.2700404306421,49.8917268902224,-0.158758770053254,-0.208630244843528,0.06869512634964,-0.831527506467752,0.700671022246965,0.384425585256347,0.721666385400855,0.35187347811772
P08133,Homo sapiens OX=9606,ANXA6,45.3661551031494,0,7.74159735503363,0,0,9.04263939661644,0,0,11.8731763196664,18.1171487231665,0,32.2579537427285,15.6572270262822,0,36.7610205278312,4.83818268874342,0,22.4796851059169,0,0,52.5616431983245,4.49787286130986,0,0,-0.018853352959604,1.59502904525776,2.14630444103612,-3.48539608116516,0.990206102971188,0.460373398352044,0.492220739348271,0.181111744474774
P30408,Homo sapiens OX=9606,TM4SF1,14.5517134302415,0,26.9047071884194,21.6428472160433,19.9528293027652,19.0636469716078,16.7632459848454,5.3440770738579,22.8413845664624,14.8009140258449,11.903888494142,51.6661981962972,19.2428380172496,17.3130754166556,36.7090724266704,14.9874416028667,4.2984453999482,22.3817990001019,23.9570734906826,22.7794237796513,16.679388654825,13.7321176729515,14.9810334030086,22.7912277206367,0.821528324943529,-0.541800425426951,0.496564650676188,-0.6056248263705,0.345583734463463,0.298544875769305,0.333597830087255,0.532016008117528
P42224,Homo sapiens OX=9606,STAT1,2.35901067535328,27.7068492349321,51.6807966608807,18.3536473542919,39.3381280970768,41.984066683949,8.87173902444156,29.3925171705213,53.2107756023768,26.6556489779177,43.2234413627003,55.6699128674499,2.07489317068161,31.1823787483673,36.585877866597,5.37031629433322,30.2497861824952,26.4254573784485,3.04189251067256,22.8955611481488,39.4138814914394,19.375724789011,30.5558396049835,61.3979388686867,-0.227041102675918,-0.68391591826157,-0.485161300977165,-0.173414604656196,0.834726244136921,0.308355412855285,0.627077280047441,0.769535167047684
P61006,Homo sapiens OX=9606,RAB8A,40.2600199703682,35.6119133756042,35.1452954984049,46.7624709593944,39.0313850599027,35.365143712683,47.255230666211,37.1966862602686,41.1138445615571,60.2446461954693,56.7498510379733,46.3628642680254,48.7693451312787,32.4458258544074,36.4851560589284,45.1462784835054,37.3851115610999,39.6841900903284,42.4721489120165,35.4705692369901,30.2067807878182,60.4742647859803,36.8564487817903,45.5865827894136,0.084334742243367,0.012526640088419,-0.215416151277768,-0.192850942482568,0.688913715131898,0.935232763234521,0.275785505696591,0.445369343870529
Q7L592,Homo sapiens OX=9606,NDUFAF7,22.294898637656,21.1698119054563,27.4984851307431,32.9396960817376,32.4145785458251,38.5168353970646,19.2325638117122,22.4491443416667,18.2974908800122,27.8463319988742,20.1411153846662,24.9879069244221,23.8167065224734,21.181085730329,36.4595899682919,11.6202697211396,16.0891943648643,32.2290971307356,2.64087022732929,19.4597241075773,17.9462043708807,0,0,0,0.198974471747547,-0.793238090552169,-0.58277533658979,Err:502,0.5306500347721,0.089264153171277,0.294860520189702,0.000414408197512
P12268,Homo sapiens OX=9606,IMPDH2,0,0,39.647953641585,0,4.30309026239304,46.1804414198189,0,28.0965858335147,55.1266121052944,0,0,36.171407843591,0,0,36.3947791365469,0,2.67426026782731,40.6626353556971,0,8.99022794214664,56.6008302175073,0,22.0870969784195,2.79384299449054,-0.123514896340163,-0.220217028894165,-0.343486576738233,-0.539808761032281,0.95469997361551,0.909729213226585,0.816350460308915,0.800167288158988
Q9BW27,Homo sapiens OX=9606,NUP85,24.9138255923489,23.1328456001992,44.9585831883346,13.8408646422133,18.7767729779062,32.0383641933515,100.274426705019,82.3656687073082,49.9229145357811,15.8981539179705,19.8307357507318,54.7178723787117,34.4357847372515,38.472940623713,36.3414853042136,27.4619743390471,22.3692736121613,29.2275993948296,36.4538045046939,19.9280419020072,35.7964941113874,28.4671930505406,55.3216898657901,36.9485315962816,0.232251932198214,0.290142624157006,-1.33512194854002,0.416732051463531,0.487799178291484,0.455010840723248,0.040676167085005,0.528943292964764
Q16851,Homo sapiens OX=9606,UGP2,72.1968893215697,68.7433174847613,28.0799626182855,70.464973634962,65.6335483543019,41.0970236479321,77.1185960576467,79.0455216758826,46.4866749803743,77.122478045644,86.779115548169,42.9079194430454,84.5595548467944,98.3190598404788,36.2934095392096,69.4518502648087,98.5796209078707,44.24945545752,73.9220518980558,82.4076303714402,62.5784014997884,80.6225012246356,100.1674088167,53.1442636579314,0.374868244440151,0.260632413694165,0.111329412073881,0.177800079896822,0.516881273226453,0.554229450126946,0.675195729653591,0.659915591210291
Q92947,Homo sapiens OX=9606,GCDH,5.43392282116874,1.00456165825067,15.932233461553,8.87215894487682,4.19230031464172,17.5584462028113,3.71003292281235,3.69111486477365,18.2072237979535,10.810976041169,8.56588058909171,28.2060239249401,6.86556282310356,6.0568927047483,36.2330040754255,5.11434186092885,4.37044789285154,26.8367982331182,8.15708802086638,7.31232978395775,20.4756909899087,0,0,7.58068474544746,1.13574010546349,0.24621610851318,0.489179954204664,-2.65004253710765,0.457527174521599,0.831074246194335,0.621011370614168,0.117475101495414
Q15003,Homo sapiens OX=9606,NCAPH,33.4715136813676,36.4191505110377,18.0214376467753,33.1958087993159,33.8075937415628,24.3225747825007,41.6211608448946,48.2266414681732,33.8261792204485,47.7273990871371,29.2960621968822,27.3830489626541,28.1205585317239,34.2920543086679,36.2083057149513,29.3145168017966,37.7118952859235,22.5388487170272,28.9011279594716,31.0891728599505,11.9694664389792,18.7155690409693,20.6374852494577,30.8255763886689,0.165831912036057,-0.028086017226771,-0.781279593262174,-0.573107970312934,0.595915804592599,0.917970033923956,0.078543122862368,0.202650027616215
P26447,Homo sapiens OX=9606,S100A4,23.0132003478601,35.8140306128806,15.507947704364,30.3809515155122,35.300887299406,8.00993840154891,34.205702793711,32.3034338587659,10.2884864353195,53.0851742036681,38.3695694765966,23.728621477912,49.3043029771687,43.5111461198619,36.1449053904213,39.4562215639939,34.0421876254882,5.82015635900529,45.2481826497707,34.1434864128684,2.17126715926255,34.0808867502187,50.9718922945571,0,0.794810590662165,0.106154939717381,0.086852052794251,-0.437502096149261,0.061044771385228,0.895361562465414,0.920874539294395,0.591033232589612
Q13428,Homo sapiens OX=9606,TCOF1,26.984557663249,11.9298837200734,28.1357608650457,27.7135744789888,14.3223079236309,29.1013757101273,27.2068185927569,16.4732615175882,30.977747819265,24.8512342546246,20.6542467960416,27.6974099641074,24.6122494512418,10.1856540380625,35.967796259827,28.1267284225537,12.265434020124,37.1380893082824,30.002779966952,13.1530659389393,26.9887946147728,28.8210971100209,26.0203171254558,21.1032183876434,0.077808569226947,0.124153980764681,-0.089960658618948,0.053047379802938,0.898379188796536,0.817814569382828,0.834956943141551,0.779033298285929
P60981,Homo sapiens OX=9606,DSTN,2.67366437916798,17.2990686721154,22.3600741583282,8.9834973387801,6.7218533484497,26.5986049266078,9.13201919963157,13.2332014262712,15.6916347425911,9.66326506214705,23.5742651624729,35.4285538216566,3.1929738655649,21.5061225159713,35.9094198965689,0,12.1178126487091,20.6934370737511,0,10.973263385297,34.3626386491768,23.6299924102897,40.2456695389,71.4687093251828,0.51774436413307,-0.36660202364947,0.252497633179771,0.978965294034231,0.614052856801072,0.734178867953651,0.825539807188557,0.234128954832043
P62910,Homo sapiens OX=9606,RPL32,0,0,0,20.7421186607311,26.4521309706206,50.1757315923984,0,13.8557308939861,70.4987108249595,11.6513661835568,15.548410314426,30.5777093165356,1.17872816916558,12.2518558386363,35.7448854508714,0,7.39583728724789,25.5003116308856,0,33.6630726070452,38.295264669461,14.7877265313956,87.1625820203188,73.5103247099835,#DIV/0!,-1.56555836311721,-0.229302185255652,1.60256804901307,0.183010687468293,0.141949300483313,0.875315878815073,0.162433590672835
Q15942,Homo sapiens OX=9606,ZYX,24.0928532040159,25.4385352414862,37.1580735224578,29.9759780829634,29.5451517796367,31.6972376922838,22.5506707603279,8.02507221734711,34.177416977941,25.8388441955137,25.7257466379633,39.4656640866477,18.8605712868498,33.8003691497195,35.6055630639303,22.5559319238396,28.743216048014,43.8652822045394,19.5850592120256,24.9713606976877,39.7744188020329,28.4287707372357,34.5131797530763,34.1482480957435,0.026009420321002,0.061098082969515,0.381109704757345,0.092979539783923,0.94154319426797,0.846330510871626,0.537073556623213,0.705147392591468
P35573,Homo sapiens OX=9606,AGL,32.861258543947,34.3857521834534,29.3298935033975,21.0257032688664,34.526261191691,25.2878441703735,32.0958137408235,41.2418401207503,38.5598298643701,30.1968907178535,34.1984527974587,31.517373075916,33.0669628466502,37.1101603237971,35.563889303695,36.1359935189342,50.7030153002331,37.3506566376249,26.0497750059292,31.5555087876539,35.3647415226378,27.972019004439,34.1832540717706,49.0734643714984,0.130784921929923,0.619407311925481,-0.267340040728724,0.213735563169225,0.184103055159292,0.078096716540651,0.174956314086607,0.467805365047621
P21291,Homo sapiens OX=9606,CSRP1,0,57.6257565582532,18.5040474228748,0,62.9047960249169,13.7105436855208,0,55.8037838931875,2.34603463555177,0,65.4190712193421,10.9954484733763,0,59.7842459224597,35.4044600417073,0,50.3922258493543,46.8152736711201,0,46.6694734820374,35.2802892718359,0,256.226941625805,164.036983693806,0.322329045940309,0.343434348018328,0.494965083291464,2.45937692441054,0.806547045593961,0.79776227775046,0.747620759748018,0.213778887059457
Q15629,Homo sapiens OX=9606,TRAM1,24.4866752660367,3.28734352598958,31.4668319588467,80.5492694581922,27.1417568788503,42.2914453931238,30.5476890020724,19.7037845933452,35.6280245698455,26.9621765136803,12.4849856099407,30.7925681004968,30.9565661258582,1.72753757064428,35.3221546033425,40.6300148166816,6.89208527642058,33.0933398891232,27.7532849861896,27.5356122360624,35.5976741173516,0,48.6364323788823,0,0.199075157841972,-0.895665820082808,0.081753388414428,-0.530249896934652,0.839570927191188,0.288231276741231,0.772416465089227,0.696038270786274
P32004,Homo sapiens OX=9606,L1CAM,30.3547796435021,26.6058815596749,22.7082615096591,36.9455943186213,18.3054426003639,52.1316310834455,22.375892950811,23.5591646908039,48.748978542551,38.5260417063783,31.301796991853,46.8681366188049,43.9246233333963,27.4679717589136,35.3217662275452,38.6847875002789,15.4634956527507,37.4435618140297,45.9994748946909,22.6138457634772,53.3214781634095,15.78424944066,39.9215824450288,55.6249829660427,0.421665371117092,-0.229470098900363,0.36491680208127,-0.067901839073037,0.160462903813313,0.691934518574976,0.512040863440629,0.892545676929459
Q01995,Homo sapiens OX=9606,TAGLN,8.77790194702117,39.5731515110966,6.96314339769078,12.5260654672946,56.4105674990625,0,6.95486572675255,72.5923206661437,0,15.4233203019241,75.5660389868503,27.3623821244233,25.3418727928344,76.0280839566991,35.1568572213414,0,51.9860191467519,0,0,47.3227549747982,0,65.4980808456925,111.16537709792,197.818244705826,1.30346261241919,-0.407147151259328,-0.749276837843717,1.66181429578494,0.22297472235019,0.82787344581942,0.720711843092274,0.117669787922111
O76094,Homo sapiens OX=9606,SRP72,2.32057456820193,0,25.5707854866959,7.67499041982364,0,29.8571138630358,0.52495553841624,8.04700156233469,25.3166614446913,3.16149871588117,0,28.435709130092,0,0,35.1009017113331,0.540786158961328,0,31.1254144983795,0,0,26.8119838205438,0,0,23.766053634534,0.331689806948934,-0.24518139719149,-0.337922858818922,-0.410894714327662,0.874410761978099,0.892913357468376,0.848327941325928,0.838287235694247
P54578,Homo sapiens OX=9606,USP14,0.711011214771737,0,31.4893495777744,34.2911566800246,0,30.4665029879658,17.9717343558911,0,42.1084262568897,40.537183150387,0,46.8447285362785,3.70928765558271,0,34.8329474258791,24.738016351854,0,49.6686922571966,6.42887173548829,0,30.8540218770926,0,0,3.38536222375765,0.259363383322136,0.200381854722896,-0.688374834351415,-4.68995255722532,0.895817972608695,0.866725127193578,0.64754989933802,0.12993125685845
P09661,Homo sapiens OX=9606,SNRPA1,0,5.53890322415258,18.4062117914532,0,3.49098216617566,18.7138281048654,0,1.8283875376813,36.7909478108747,0,20.311947727832,29.1630631796104,0,0,34.716255171792,0,2.73554653796886,27.2590858959195,0,0,32.8800979218085,23.2454934081501,0,7.06924665576485,0.535879967963132,0.433832108006951,-0.23210873966097,-0.706680573343118,0.792880743810617,0.815100093067089,0.911850818425803,0.59389208609932
P51148,Homo sapiens OX=9606,RAB5C,26.4062069176434,15.0256131120647,41.0908091847833,37.3597807419101,16.6518176239637,27.374387804838,27.8080835094729,15.4676703028351,23.7915853683019,41.1294702804611,16.7513444931091,23.1597320619707,20.9508288845721,12.6535345073505,34.6287948223775,25.4208910351859,11.13455608219,30.0243131423723,16.7143416278604,5.44867698205864,11.6129565416839,41.3909110543471,18.0113039567594,13.626157737745,-0.274316793097195,-0.289696723002569,-0.989612943492484,-0.150186824864959,0.655491217993455,0.58198361988771,0.085345809287252,0.824644644351899
Q9UJU6,Homo sapiens OX=9606,DBNL,88.5753578694014,31.8536373256834,50.0083346214669,109.248528900504,41.8926322953452,29.2618233876735,87.682468563281,42.0856173958731,51.294157776244,84.1754140901787,37.6285465965801,53.4292607234754,77.6154173930102,39.7453519474992,34.5848022909393,99.4713910616164,44.2795653046276,53.5782173847702,95.665418509056,40.4068917289641,46.3815495139716,75.7626209129949,69.3817418828762,59.0692109553558,-0.165686725660969,0.1293810575852,0.011045933395634,0.220802450319925,0.788905615296211,0.860541279337124,0.98444790629747,0.541873796636182
P13804,Homo sapiens OX=9606,ETFA,25.7590654810079,5.41975401064869,29.8961056226685,32.7070824254823,28.2228975481041,32.3243899704188,5.01271830033545,4.06154956590652,8.33510238681681,33.5392266933051,29.1829060870159,48.5309752736555,35.4308889306373,23.2115885222689,34.5079523423305,30.7256430866747,10.409120145008,21.1780786260957,6.52914086694654,10.6433160072788,0.692400242893106,21.812883561901,0,0,0.608982236199226,-0.581641817947671,0.037260357806029,-2.35059323561835,0.277992245332284,0.162973205857444,0.964029929847485,0.033134436527309
P14854,Homo sapiens OX=9606,COX6B1,31.1072381891725,20.9485566292865,33.708663838261,36.1282806920481,23.4538364490073,29.3737574019687,40.678915471356,32.2152996563327,31.0905555376029,43.1628473260634,27.2583219260593,32.455025909312,45.5280489250324,33.1599451501942,34.41300671933,34.867921671415,23.5654614158542,34.4491381566414,41.1263389712918,15.547416564193,34.8486013867051,41.4626932538395,76.3595562782677,41.8266170901672,0.399159880752632,0.06231725133257,-0.184176139938346,0.633993119762201,0.174872162057383,0.813849809011996,0.641838055834725,0.204119099885377
P49368,Homo sapiens OX=9606,CCT3,19.1096906829854,18.8708163683459,21.3958367190733,73.25245451274,101.924673732321,68.9021330946752,108.592555472953,142.14061183426,85.9115075804115,53.4162020084287,34.5127708465893,49.5024380081193,8.9933045882907,0.372802035766842,34.3103564245073,31.6132051452027,96.2078644622061,64.2594738505928,85.1333490586258,95.6408883720092,70.5519371622569,131.901498756641,0,62.6917588773555,-0.443032228419463,-0.345638328451156,-0.421665714342942,0.501749944362711,0.635461146234612,0.462064265089019,0.186900721569551,0.646827179515367
P18031,Homo sapiens OX=9606,PTPN1,8.53209130578899,7.88392907441728,13.0424163382569,8.3857250485276,6.06559275007858,13.2350741426613,6.72357226952108,13.424710319033,17.4346203895676,10.135804788489,7.7217195567091,13.9484351765385,12.2513047853863,9.36031422366619,34.3070543974782,8.83078919412029,10.316846951802,38.6892829820533,3.77869259985559,11.521217224663,5.93559526933851,18.9395134108348,12.4092647592562,19.9840705713259,0.924649262782994,1.06281364888464,-0.823598083598724,0.690585215452126,0.334417064074672,0.369237289937138,0.233259682067875,0.094588274721675
P23921,Homo sapiens OX=9606,RRM1,0,17.3190282843519,0,0,70.2368025932982,50.4684250362168,0,9.28164599502186,51.2501503561167,15.6925759621097,41.061803611124,42.2872919432708,15.5979347675744,10.4070483938965,34.2959127070814,0,32.0197667829893,19.9089809572709,0,31.4268025540978,53.4838655259031,0,76.8037901914986,138.157553259617,1.79982144858129,-1.21688281878412,0.488252658404893,1.11796967485953,0.197145700237978,0.373422907365725,0.731973600492381,0.398231293693866
Q8NBS9,Homo sapiens OX=9606,TXNDC5,0,47.8155570980481,55.4997754760408,10.6086005975754,54.0947841071738,22.2108630583644,0,51.376308619391,81.6741147545676,0,39.7977393259653,29.2390154283924,13.3210072626843,74.8197636260162,34.216581973367,20.312529219322,83.1268632276441,38.1528772624448,0,41.7149024694051,27.64234116709,0,72.7018008194441,56.0437490163549,0.244046426269483,0.704077901966401,-0.939854631212054,0.899086011843266,0.812442722042647,0.468217875776175,0.472608711625127,0.470617189483274
P07900,Homo sapiens OX=9606,HSP90AA1,0,0,94.6826344682527,47.8047422909885,8.37647741178779,110.847220813874,0,41.6938144378174,126.389944013852,0,0,93.0790077402073,0,0,34.1131949672017,17.5834567791205,62.099404863296,118.876323027034,0,0,85.3770644646082,0,0,92.6417917435772,-1.47276996752154,0.249475320203739,-0.97725986289303,-0.006792674995434,0.579729583341867,0.813990224092978,0.587652845691447,0.997503051680224
P30085,Homo sapiens OX=9606,CMPK1,9.54617926469886,14.60545330636,30.9029269199988,8.37596885668603,29.553993055729,46.7101232128072,5.83358766342381,24.4675405220443,34.5312765583332,1.96940521656613,19.4531663617471,36.9980643014151,11.3546952487303,25.3358746654701,34.0985790482395,7.13840528067355,15.9335235147678,38.8913926153548,0,16.1261158800835,38.4895458332137,0,0,0.324677414571049,0.362666181844547,-0.449926599646821,-0.247400364879023,-7.49132722065881,0.600638947113746,0.631448392314988,0.819414897396235,0.128007771161558
