Accession,Ratio 2h,Ratio 6h,Ratio 10h ,Ratio 24h,P value 2h,P value 6h,P value 10h,P value 24h
Q13423,0.467256343813618,-1.43459362154228,0.226161023502768,2.15385890412205,0.701278839391841,0.073453365233836,0.721715765336589,0.039141755054592
Q16537,0.190223776155908,0.20952105016649,0.206895707396585,-0.207074801637562,0.790828355704824,0.708678212161478,0.818314913046079,0.821599873582736
P33993,-0.444888754793791,0.235255444964961,-0.989287281281218,-1.81959129225334,0.390449887845995,0.331050039254141,0.03372421213956,0.020851483278766
O43390,-0.225314020802476,-0.333886142016374,-0.746669456376343,0.717411958509875,0.811947488831794,0.646161552521116,0.026764492323225,0.413695696162853
P11802,0.84886362185833,0.283640971825008,0.238591238156236,0.176962295912895,0.03217043739974,0.409737846801051,0.345808022736999,0.510007606383118
Q9Y2S7,0.089707269105842,-0.459026364065026,-0.068954881618637,1.05314543675346,0.909996856389314,0.471165638953653,0.928396734576948,0.101465203957509
Q8NAM6,-0.17007774574707,-0.068881479113824,-0.161805806772015,-1.40734316415791,0.475060929465975,0.748697798528931,0.16019857170161,0.031060665432934
P24539,0.643479692666456,-0.365403695142585,-0.500452424228743,0.907075769000235,0.165036942429084,0.128209925134502,0.27526937622409,0.162589098538505
P06396,1.8065396611418,-0.033471302888031,Err:502,-0.100524329518783,0.299071858048932,0.947946058623771,0.115163653901765,0.927390232864883
P78346,0.144105322723975,-0.341157883145222,0.509518917674753,0.744494137779159,0.887418465566984,0.726733089312512,0.651673489794707,0.354617298672771
P12429,0.42890647366419,-2.61858557569007,Err:502,Err:502,0.753066241381208,0.261847310621224,0.181176513064732,0.373900966300058
O00273,0.702760790175464,1.37714896241293,0.330787189034227,0.016525179755375,0.55975184491092,0.558820179742584,0.819358821809387,0.989229496745323
Q8TED0,0.382311512093527,0.219592930983653,0.053992258060497,0.123871271080744,0.078181231011797,0.208899669029595,0.795910557944344,0.801694766796362
Q9UDW1,0.213089741240175,0.224221885840185,0.03779709839409,Err:502,0.618922217077432,0.742691130902638,0.907145817259438,0.000115504272549
Q13045,0.054638885214983,-0.647175671059022,0.303630332102315,1.45740973272479,0.961433162271499,0.59398956766831,0.786182762279921,0.301081975253688
P14209,0.370240219564321,-0.053943888693995,-0.273922191457398,Err:502,0.760203510754541,0.967061062232869,0.823264350307938,0.203359726094184
Q12996,0.749566659891927,0.264666964839759,-0.455827307448355,0.702859493390584,0.495616270156041,0.718290627677461,0.633854496417839,0.576599977530545
P54920,0.012976337506335,-0.015014357166637,-0.19921314411984,-1.15762003068398,0.984525158558936,0.973943192091436,0.816341421575344,0.195792866413648
Q13247,0.237262461631345,-0.035146827298715,-0.351740945225883,-2.06761246396272,0.678637467307241,0.938083652884292,0.398721993310889,0.005198607374214
P24390,0.294614721997659,-0.423027016409988,0.30189443623765,0.821910616616843,0.259124945590438,0.316846922065245,0.458903430107493,0.112804269967908
P09601,0.0439485889293,-0.021837879403057,0.134365542408493,-1.43171919257635,0.895895473810426,0.906962715310197,0.719232049437092,0.088358230555829
P19971,0.581759145453532,0.129587378540796,0.003545357907754,0.132122879021593,0.093051153248866,0.542607035166898,0.98535211806389,0.76032568674749
Q13618,-0.277712804395018,0.244579491555081,-0.90086093028529,Err:502,0.523125685692594,0.400154318423457,0.020024838852671,0.000226601765583
O94979,0.168881428813245,-0.324119647007485,-0.163809175703073,0.702576947054259,0.650832362704753,0.329591237040737,0.719009183543137,0.230742467991031
Q9UM00,-0.201807532935734,-0.357869761565231,-0.37513332728653,-6.29047983996428,0.587267373906989,0.376911099824751,0.305348048087706,0.003373431030515
Q10570,0.507504983619836,0.144945170328848,0.274225683367551,-1.35841402027238,0.654910916941138,0.892359751732378,0.83910869488371,0.217051128486536
Q8TDN6,0.421881182403861,-0.245688279440919,-0.272227554502591,-0.186483651178666,0.080178426764843,0.300682090947655,0.59473628998082,0.846606302551382
Q13573,0.322996950202531,0.141200250150382,-0.010723409211505,-0.465974461674125,0.249775236627249,0.493556320167865,0.963940405190719,0.291619167060603
Q9NP61,0.321388637114519,0.196726308670361,0.389654980047923,-0.49884794633563,0.689949945139651,0.84109892472576,0.568203536907275,0.499624318677409
P61962,-0.456197239904684,0.717744516378591,0.27158469952387,0.544129378601575,0.837316851176005,0.754524991563089,0.901254438880428,0.808335287703765
Q08257,-1.18481753338801,0.22802496808964,-0.714147701199329,0.694997621085382,0.519147047331315,0.916825788881125,0.66868358086426,0.621252277591666
Q6P996,-0.470554779333074,-0.822544398778802,1.30766015204837,-0.750953342200899,0.762976170321037,0.328701673914366,0.392217929351288,0.548867001589514
Q9BZE4,0.221197691453803,-0.053090110730743,-0.070647495716123,2.27584928951302,0.706981203389777,0.899263017604231,0.940183736025395,0.245215355404151
Q16527,2.37718766225012,-0.195793384667491,0.698956583983562,0.926961974188517,0.329557029184373,0.805530398113673,0.623246408508447,0.323552375493783
P06865,-0.066793930818187,-0.180103557104405,-1.08424270900171,-2.65161533521707,0.953038081509776,0.886427338763365,0.464478353349964,0.185360713659618
O95163,-0.105985098330093,-0.378275191719768,0.109456131939351,0.286212499258183,0.837715243613473,0.565984667330714,0.781523597157794,0.640455721689841
Q99614,0.151861688398293,0.350073758114548,0.527106998460824,0.341357961886113,0.903932322654439,0.721651732032091,0.294545918289871,0.399116091799665
Q96K17,0.411705266854016,0.030814618944782,0.031636837763168,-0.942677831039911,0.525243022814536,0.93634443092931,0.943724554797659,0.410144415108425
P61160,1.63955275909431,0.329493023963332,-0.270015304579553,-0.736901359154376,0.072263680533143,0.25968700608145,0.787882280068223,0.512335917524682
O15145,0.380454940668604,-0.157320229787406,-0.539209772471571,-2.3088408598293,0.738524964475757,0.886650055657003,0.649429165225461,0.225768326089648
Q49A26,0.556751167408199,0.491837521520247,0.231405022399256,Err:502,0.677284483753782,0.661580342287574,0.803850568182968,0.064635163261744
Q9Y2R9,-0.246535327517437,1.06904433236128,-0.188274995614432,0.471851589212942,0.882525646449261,0.486500794146847,0.920352642094257,0.687600699405305
Q96HE7,0.27478806443431,0.680439786012696,-0.831864632642721,-0.67224929151533,0.683384026844301,0.201598871579875,0.130820261717057,0.393266476494029
P50851,-0.316118215041444,0.344127719991117,-0.38877141197712,0.173110555629816,0.75116894409815,0.658816948657,0.641897598940524,0.878039195019094
Q9H0U9,-0.31196289715791,-0.126032011361397,-0.798352124169224,Err:502,0.051894561096635,0.483575631691935,0.015266454465695,3.92572791630369E-06
P17152,0.336246355550309,0.087358235164197,0.286562452960056,2.22575053413884,0.064346897750722,0.707473394057517,0.311203108215925,0.126373218145692
Q9HC38,-0.149056362730159,-0.466188537846646,-0.226708279500448,0.688888042040488,0.910202676577788,0.69769449981979,0.849594555180537,0.458244424177013
P61158,-0.53809797879811,-0.287153114564963,-0.062885818186312,-1.7282731783048,0.266347801232515,0.46030945855725,0.940283283746225,0.090644447572162
Q15392,-0.032938447469772,-0.403913776168984,-1.0711975298114,-1.36276264364162,0.969623095890696,0.654640184743466,0.190914507619734,0.258760880660996
O43660,0.116245826318473,-0.115799360225763,0.075185407889218,0.117550616672653,0.467455917229925,0.647309509370654,0.726502541499742,0.442932390935852
P61923,-0.465136428117604,-0.387760233080897,-0.483333492018245,-0.182985245860357,0.485147445977946,0.632162547030686,0.491978033297837,0.763584019905764
Q96CT7,0.032879622306764,0.269847163952954,-0.183422388211392,-0.58356504622462,0.870860793919379,0.373829699196793,0.265138015488747,0.041685076097232
P01034,-0.441783625515126,-0.35251675998625,-0.876596450124705,Err:502,0.726393510925988,0.751249351173736,0.47572719983504,0.11940988641332
P55786,1.25968764371707,-0.373611600939261,-0.218637393742018,0.769941724355222,0.38774932576179,0.740888470632258,0.858293021790641,0.522909522140277
P49773,1.32568369438794,-0.604786297036011,0.720586042633877,-1.18832415576628,0.145411426905272,0.299080276323861,0.277036236561297,0.238431537370588
P06493,-0.845127199243015,-0.473892815234211,-0.984097489596283,0.258956054838519,0.097901143054088,0.203577328816309,0.006860215641477,0.510300772152702
O14975,-0.423280390798171,-0.706253389850508,-0.752423731448396,-1.08027793331931,0.598357833724073,0.180366610198094,0.13254151355046,0.274197938264997
Q01081,1.17375484450067,0.420529460271484,-0.354990044054927,Err:502,0.637562523875603,0.84936739675353,0.849011096756257,0.373900966300058
Q9Y605,0.562840279317345,-0.015773669664682,-0.07120566555376,0.830795496364469,0.152241038974657,0.957278531954009,0.89705391366105,0.597607448912669
Q9Y5Y5,0.090255584003414,0.766030447784405,-0.105039809080684,-0.402240064072237,0.770570294481811,0.256163073432986,0.835978049821884,0.273116713418064
P29401,#DIV/0!,1.14465504685865,2.95215805881848,5.60921740055543,0.30293743255856,0.596506034715876,0.252358954450347,0.225960661032531
P49748,0.11374794843298,-0.434499201072195,-0.505232555573578,0.903032733961864,0.938341942831548,0.708896197079387,0.677620221408247,0.483310149144669
O60506,-2.08966060400567,-0.531783291961855,-2.28795031425109,3.92851867618829,0.148490673398426,0.202452000879938,0.067247564848321,0.077860532330224
Q92890,-0.323399938062283,-0.289810889768571,-0.47947574041091,0.026633186613023,0.721066340074089,0.777323310338968,0.574868504505917,0.986351878967501
Q92973,-0.328370346925239,-0.032089573088245,0.401485528539577,-0.881309129683533,0.48516900568597,0.935451544294639,0.085008689816855,0.456024027984011
P54727,-0.124576711592595,-0.023129891997262,-0.575480350170066,-1.24959142026343,0.817182653535415,0.952975005174984,0.390787342779939,0.18994766574165
Q96GQ7,-0.256789438056461,-0.296168358934542,-0.545220777082678,-0.729545465615484,0.213689483800695,0.410074609205866,0.268613903575977,0.26464152285902
Q14240,0.652149053028763,0.184675304911555,-0.532135329753853,-0.476644375595949,0.583624404722551,0.819657308078127,0.435734786471835,0.704935806009664
P12955,0.017373172164733,0.036228383090523,-0.82674066947522,-2.08191079377812,0.947730151873082,0.917300453441046,0.066845016414123,0.007492479024299
P60891,0.389850227079417,0.14936694578196,-0.404048448028855,-0.276908772700754,0.693616158254314,0.861195344538711,0.369910986100499,0.799477818041142
P20290,-0.534853764736949,-0.185003130336219,-0.753347377964254,-1.19108568915371,0.641922186003527,0.882452157647056,0.550012234601854,0.473428782462698
Q9H0X4,0.32180085468791,-0.347391578281411,0.356432425943171,0.068925093266654,0.463428643031045,0.25070777844678,0.333829432252141,0.820660224864346
P09960,0.457433753542049,-0.383304738670766,-0.181462709033428,1.61031809345564,0.735353872454495,0.603847558888475,0.824106575853115,0.046791411120964
Q96KB5,-0.100555064501457,-0.051724246552265,0.045314456178863,0.388404545021699,0.873685880981441,0.966803857141821,0.937542227573736,0.439686057091989
Q9H3K6,#DIV/0!,2.47973760361854,-0.014562299392014,1.675899046259,0.228453380402438,0.208664765270054,0.991158215722378,0.294770566479268
Q9NXR7,#DIV/0!,#DIV/0!,Err:502,#DIV/0!,0.373900966300058,0.259871867600473,0.373900966300058,0.373900966300058
Q9H2P0,0.626226137639322,0.13189930606266,-0.251358776614152,-2.23001269885028,0.110452189644646,0.76884780270066,0.535966919847049,0.073645297854068
O95831,1.95949808333261,-0.09945820630198,Err:502,1.15867275889456,0.511639001744409,0.963493663769923,0.195072427055747,0.601304534780511
Q9BPW8,0.062854417765647,-0.260491969926234,0.344885603218597,-0.206643227260274,0.89779581296556,0.603258899102954,0.375741059079415,0.605622691802022
Q15185,1.11198933354993,0.213083566560392,0.163835438145951,0.803983725918766,0.13947934159214,0.835094997824686,0.866915755929003,0.546071267585937
Q5J8M3,-0.644516824272341,-0.814888705690905,-0.45266419334512,-2.52800699935084,0.632277442899269,0.404052308464495,0.579067080664415,0.089382343812787
P04150,-0.186583688053848,-0.067847124822751,0.441998327706681,-0.715575997184512,0.87959578516795,0.951068170030974,0.693724083836846,0.556326083211744
P50416,0.93011371432616,-1.61602254609431,-0.830020267757564,1.33014939717788,0.517057357698627,0.021700152238772,0.45351251769795,0.337799213126194
Q16740,0.007137786648504,-0.071693799792563,0.178632900955525,0.985346857837675,0.986279281596581,0.859421735553077,0.772794837001425,0.125547420848402
P50995,-0.224051027724885,-0.072877202386895,-1.26858240174739,-0.619737272840041,0.460852925547005,0.804168945236162,0.111119177345168,0.628122377876816
P43121,-0.349800924692566,0.190667308160323,-0.805960353877104,0.106357333289314,0.482529949585337,0.764917691966271,0.28773718100336,0.794272607037556
Q5T9L3,-0.133973132447202,0.107131389781939,0.531844247046266,Err:502,0.808209079796805,0.913316974951896,0.599616908993171,0.021701797634322
Q9UGI8,0.546515396476236,-0.392632952450361,-0.2432099610816,0.042542314959201,0.261015313059713,0.343624825204502,0.802042348695185,0.96995918994795
Q9BZZ5,0.125439767940729,0.443429005454123,-0.812991923102174,-0.133435085633339,0.917486983332992,0.609536738752611,0.519648976826572,0.913649660206053
Q02952,0.033454625895995,0.402519100152116,-1.15755063251067,5.27191876927367,0.975677764160533,0.719837728479487,0.390155689593552,0.001080890437621
Q8N766,0.1220240333911,-0.634119863492763,-1.02286021195531,Err:502,0.862767824795791,0.455721140710715,0.242456399009736,0.000867790696322
Q92522,0.186082482895541,-0.324855522346474,-0.531477155696599,-0.392004917999797,0.884796986420763,0.820086602599539,0.72659162540027,0.750611265452307
Q96HS1,0.073074336592091,0.082708056379194,0.044561721308939,-0.077243216955565,0.81940089385066,0.650081505853035,0.665759433020296,0.883156509787869
Q15031,-0.199638365023727,-0.393612024150925,0.64415204835654,-0.820187866923065,0.855412744415915,0.693270774195836,0.589860365400696,0.491865510638189
Q15785,-0.036194920665405,-0.292708653443885,-0.50742757696329,-2.21049332546054,0.940584476970902,0.532637071003676,0.386647283123761,0.035740282048464
Q7Z7H5,-0.033569243321842,0.066372430511531,-0.533535073668833,-1.20858209009139,0.923305301063333,0.789591878968076,0.327528094226947,0.067103355615332
Q9Y305,0.143810300513832,-0.456902777309743,-0.17411337578768,0.099339514657479,0.837922626710438,0.346961898991312,0.668183246005845,0.818606544746709
O75496,-0.208666742826239,-0.675194639481742,-0.726006445819682,-3.74953102805295,0.851169345696076,0.530712182770471,0.648426377813706,0.071595465860991
P52907,0.467435402527147,0.606901441045191,0.624765557212944,0.023307451940535,0.392891366715848,0.366675289547979,0.065785529305126,0.96258920026203
Q8WUM4,0.341205175079432,-0.748270734162291,-1.95331596533684,-1.04005447641951,0.393562472413439,0.340343494394806,0.172490298698334,0.340095323450184
P35269,-0.173758915183497,-0.441068956110657,-0.76653167322339,-3.68489872569108,0.884365343577823,0.752615912147251,0.62357199403529,0.201631507382444
P56134,0.015184906133696,-0.698035838784812,-0.289979862706827,-0.126714369624358,0.982476993422012,0.113322322383618,0.378532375277313,0.888213320423684
P50583,-0.281545646387747,-0.396056869905934,-0.241390514774355,-0.742683031159973,0.846661307583401,0.783955363339979,0.859913863205466,0.6844192544168
Q9NQW7,0.20521035053248,0.09206631403549,-0.179579961069798,-0.481415835260545,0.488514602494901,0.792766937374214,0.644171731083336,0.329835528695764
Q9Y624,-0.091586952277675,-0.520415342058066,-1.62943312982885,Err:502,0.813864883932945,0.281180801938155,0.058482916860861,0.006335403028404
O95757,0.142750539149552,0.073248925409281,-0.057014932370279,-0.838732676624288,0.843253558777482,0.926543311054263,0.880501218319612,0.486361935811768
Q15717,1.24162160931137,-1.36846460933293,2.25988321956229,0.688917300844578,0.516188369796734,0.351159138139566,0.307767364619436,0.619290453484375
Q92900,-0.208621309007212,0.158658096518148,0.932318325024864,0.224003486144306,0.386238946670801,0.851105918739834,0.317466828020557,0.86390852809565
P82970,0.415195759798428,0.024041177320204,-0.001376035596523,0.152205940263648,0.302947145223455,0.962490187360892,0.997194804413956,0.741907722254116
Q9H3K2,-0.122407438499639,-0.14167866259164,-0.965240153106206,-1.73246201509464,0.569450172211153,0.734065334639483,0.00486878027542,0.006726250227457
A6NDG6,-0.120371725009711,-0.106421308867642,0.370472876242459,-0.801212018086775,0.896491256452718,0.938123869321239,0.709164824926828,0.316568732714351
Q13557,0.216005747402249,0.675587673955676,-0.015898956117906,-0.442347572789819,0.681982803117583,0.629723111238086,0.976013990474411,0.217173052281346
Q6YN16,1.34605969810099,-1.47629950021084,0.098899092825186,-0.603770892688816,0.464333612456984,0.579127543839167,0.956360585663185,0.70719523822024
P26196,1.45720048747091,-1.17752948365883,-1.25546800400068,1.39501063421788,0.375297385300716,0.636743774501241,0.478553584102369,0.465169120291413
Q15555,-0.031904875216931,0.017194399861001,-0.020018243412167,-0.90467724961145,0.943110817890063,0.943871964666757,0.966319446647114,0.292743993934765
Q8NDH3,-0.223872166992545,-0.048507984918742,0.067328591978069,-0.535562861928477,0.339144596635301,0.852433695798288,0.634201747459769,0.111385686275614
P30837,0.383813483939277,-0.72821284496768,-0.276169423630326,1.88510443931753,0.556512608947169,0.087585587876811,0.481151977413576,0.398024957805272
P36776,0.038182034986117,-0.524755057543925,-0.846229576389905,0.035819793681913,0.985967477203241,0.814627671401998,0.717912101794148,0.984946078959959
Q4G176,1.23501244519491,-0.461656598759135,0.154499035995418,0.018871140826128,0.068240427129765,0.206808896344503,0.672348542699611,0.964489014553066
O43678,0.613623604254282,-0.041971402415578,-0.304269562341825,-0.3902723248945,0.296106936804058,0.95601680700571,0.424546892498009,0.418083354410498
P45877,-0.104782576205769,-0.140486650438122,0.456925966442434,1.45835992612848,0.703802313120957,0.663737605595078,0.412814815419751,0.001600906897973
Q9NRX5,0.095696243545626,-0.814382752935356,-3.19937147032399,Err:502,0.930135071008889,0.695708905762543,0.217591027001516,0.287515442150394
Q9BT78,4.05559383379834,0.825544028179071,-0.685075584235011,2.32921083497114,0.140696547380333,0.723614458846336,0.61531928061445,0.231741976860161
Q9NTZ6,-0.532741986931162,-0.306074108183442,-2.28769215743772,-1.35783514941185,0.18408306189816,0.619335201492004,0.028137150160997,0.23025899236806
P51665,-0.017948036459789,-0.26743164123779,-0.12800207326756,0.773523656303862,0.986676965106449,0.718601256803522,0.845721969305929,0.00683687089753
P27449,0.426558909097309,-0.171177717274301,-0.487203069610506,0.974589144413486,0.74388330092692,0.893802038780057,0.742147113997378,0.442302060592891
O15382,0.671983525020183,-0.193876548269418,0.493344682932384,-2.12331051025403,0.376643682180428,0.869549420357426,0.552490033148796,0.038796923870435
P62280,-1.37804175921917,-2.09835867037735,0.038478538190417,1.54025298138937,0.596562721510127,0.242713662149539,0.979054796577735,0.555801685689931
P62854,0.048841816703043,-0.323114317719931,-0.353554770112848,0.492666735655877,0.907438516148874,0.285177519854125,0.169285095332901,0.455994596373253
P61353,0.228446066309187,-0.777710360174194,-0.189979401508029,0.532620954788783,0.725652064444158,0.075191172909898,0.594184099305186,0.376296359307607
P61916,0.421110814895541,0.200708794038929,-0.43602715367185,Err:502,0.304552957859747,0.592442713069759,0.54573188413679,0.028697029816985
O60664,-0.592898750686354,-0.989541272335534,Err:502,Err:502,0.423595504121159,0.315028847435844,0.150221391222786,0.03096997336497
P99999,0.357188570321474,-0.619229669657134,0.075684350190524,1.1642372353089,0.685068549866463,0.351498864925803,0.918128095843341,0.303379550139675
Q02809,-0.240823615151857,0.373542810838739,-0.293410421752192,-0.202894713418869,0.570904441430101,0.796582119085082,0.703264026716585,0.888226557708764
P26583,0.202222738477041,0.251659932480274,-0.476253570799847,0.789476095759035,0.633728362737675,0.441323197573174,0.239992362817692,0.250802816266801
P51991,-1.24813499321395,-0.038890088752124,-1.23387315488376,-0.743034492506528,0.146660203228556,0.917042319434472,0.123396791840917,0.300269818042525
Q9H0S4,0.540071470941334,0.134324444512608,0.179859102570149,-1.21083686354208,0.514642738044737,0.75951017476969,0.855640410533492,0.225596386693704
O15126,0.40236424208554,0.156259373391792,-0.153810180880475,0.008119652312543,0.396658722955545,0.688411893068571,0.522590824262735,0.988469064578583
Q8IZL8,2.50994286351662,-2.19405694050952,0.494025548095814,1.2854817172764,0.080599933202308,0.004670323983127,0.753945736592157,0.433147556199414
P11233,0.865308346917271,-0.056797684318454,0.091056587648142,-1.87155892943024,0.286424251972418,0.885052136577374,0.861635838298496,0.110130739400033
P67870,-0.421384899284125,-0.189508015020951,-0.430150380704821,0.077495722541064,0.253475588081116,0.491280036452064,0.24117987880563,0.859826457438237
Q16890,-0.561885691870759,-0.315134479943943,-0.37109313544227,-1.3705199487097,0.439853901525716,0.394791888937207,0.255777320165406,0.036405458324499
P60866,-1.91521087884626,0.240822130331096,-0.661414579767319,0.534626559076997,0.516723069266667,0.912235777654121,0.74130593683507,0.794650794727426
Q9UK76,0.275566811356346,0.003974379886098,-0.255424195987301,-0.291931941286921,0.39434916530294,0.987871722371663,0.412156974664118,0.781277995418408
P06744,1.05797575728283,-0.470635325511883,-0.70934694873342,0.691464377933938,0.565769789246051,0.620234682535525,0.161058708940766,0.05843727851051
P20618,-0.097680000210881,0.590072121979947,2.59670338868892,Err:502,0.930934348605553,0.749364981402469,0.456485334352626,0.206062506879099
Q16795,-0.30941976593738,0.644007545824434,-1.22124375000611,-0.180267739104596,0.718674235622827,0.530902403470551,0.191335921540568,0.901958036018455
Q9NRX2,0.597288893304456,0.011364956793213,-0.444008391961667,0.198252794107252,0.527972412599057,0.981551547230785,0.430748998107196,0.81255570809578
Q9H2M9,0.192933972162881,-0.150497345223561,0.184060297120458,0.53610194983768,0.87308607804878,0.893507243443908,0.853213022320275,0.638166070620251
Q9BWD1,0.575469291946213,0.254387946103458,-0.237115732259904,-0.767311938376041,0.479160103167756,0.808753175861739,0.813971034860554,0.225529014382319
Q9UG63,0.974040678072433,-0.059853053894845,-0.348088143400344,0.44892698647803,0.631791184846906,0.96240468673996,0.762102019265035,0.82916905720699
Q9H3P7,-0.077014812662692,0.422703220476065,-0.306335202412458,0.436576253297705,0.838323351287768,0.155324938368942,0.627242014886041,0.643027071098327
Q15738,-1.03107476766191,-2.3363044923145,Err:502,-1.12118481402994,0.233175612592958,0.28228446086891,0.026288916733232,0.15372154837603
Q9HC36,0.296770346852788,0.282278269171598,0.351447553435123,0.319134768740641,0.307152293380369,0.445310220596365,0.258956314620931,0.211381723195875
Q9NPA0,-0.086718419682533,0.208332383444436,-0.123244452540612,-1.87029008363019,0.825668547360928,0.539166907249865,0.451173570754253,0.034059009493284
O95864,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.373900966300058,#NUM!,0.373900966300058,0.373900966300058
Q9H4A4,0.680836452943901,-1.16575594787784,-0.133085135071737,-0.837403480665184,0.393394141328519,0.091042454923641,0.899113983762923,0.298457846796252
Q8N6T3,0.22021363918468,0.051025123047325,-0.070212069666857,-0.499929975003188,0.728378040596898,0.946745574427591,0.906207125716901,0.355355463500702
Q16630,0.65787708552734,-0.199702966239327,-0.073725494246289,-1.8321586633204,0.197454998130312,0.561721249780079,0.887215584210055,0.119257223646025
Q05682,1.27055053130493,0.637345532710559,#DIV/0!,5.97733947936645,0.61730671980632,0.778848949403227,#NUM!,0.303561908781523
P51553,0.399784402176031,-0.688745892744165,-0.198932404637409,0.154301751700379,0.762370705874485,0.625846295760157,0.889820782506232,0.900425677688437
Q9BTW9,-1.13029126251592,-0.040438909041938,-0.671948775399859,0.424191553924746,0.334979482735282,0.956199613335869,0.395453699848083,0.292814981075605
Q96A49,-0.843303016001278,0.204890013243606,-4.78224848819531,-3.44714883007074,0.19138914212559,0.758907421855436,0.124339931967085,0.002544756940687
Q8N183,0.605361299215546,1.28276273263927,-0.071770760408864,0.419480229267668,0.235519462125039,0.094447353689885,0.85085998878877,0.400008351959143
Q969H8,0.02858118380149,0.155424243838213,-0.699044738392876,2.33231025145863,0.955636483909842,0.743713276035365,0.079711564029402,0.16872149540225
Q9P2X0,0.473755604093613,-0.065437013186254,0.345030593593352,0.239691143184739,0.831445013128794,0.975490884014717,0.875377617356738,0.912640937886007
Q96KP4,0.134900174528473,-0.042950171198486,0.150200667236392,-0.050285169816363,0.860028277547131,0.964727354831618,0.889654333502566,0.964569673089913
Q13838,-0.275482487276988,-0.054122557310595,-0.02745116539881,-0.263524227936502,0.802165948209635,0.960665264367565,0.981503873127677,0.833038177291879
Q9H4G0,-0.982115550607901,-0.188736667012619,-0.685755865793425,1.15635282132474,0.496970341383023,0.82934861130747,0.582376716851085,0.622076544929845
P43307,-0.289661967518111,0.225487307743576,-0.065268393424018,0.599499366513258,0.774247179976961,0.796805853051285,0.94443486236276,0.528010599541979
Q8NBP7,-0.159903487092499,-0.268352995207285,0.292356787219392,0.137931197796799,0.556152891208058,0.685387034266638,0.264085365201608,0.750141837682457
P29144,0.401195819734106,0.119170427123797,-0.557794508960745,1.80272225911701,0.855965299322488,0.95628645039819,0.722704953281839,0.26865820884241
Q13131,0.198514756917214,0.38352100448422,-0.099588532243769,-0.236804286755084,0.84226180659423,0.71921716349888,0.928695044515444,0.828904700999766
Q6DD88,0.947651396295586,-1.96376539261044,-0.574886370427307,-0.693976678453036,0.555921338041888,0.263589536601173,0.491840140815914,0.738944249989248
P14868,1.66513088668722,-0.128658527321355,-2.08922770122277,Err:502,0.337078570582242,0.89619205020432,0.123390758598546,0.004055446025038
Q9Y281,-0.357108525659116,-0.283919033314811,-0.155451527708857,2.41353161271443,0.854532012018463,0.837412296616756,0.920959356067052,0.468361438131814
Q13257,-0.089691228860893,0.586677960833783,1.66265258713975,2.36694860907312,0.883063437000931,0.221996991546002,0.094941330062113,0.094590454072561
Q13200,-1.75027395484508,0.564068914970551,-1.41403046529944,0.204137577310211,0.338191652774544,0.642717366147435,0.328420230015179,0.85472583213131
Q9C0E2,1.31201352011634,-0.004541548315101,0.601285502239446,0.600908228599535,0.009077647564391,0.99180635670916,0.490707130058989,0.320526246086921
Q9NZ08,0.322507985158465,-0.284127027332936,0.011684725500287,-0.672771057024983,0.245761551839341,0.240977276020456,0.962756479359082,0.494042987917909
Q96KR1,-0.211152767437844,-0.518015923724892,-0.57477601239429,1.45735029427727,0.819639314643391,0.539397890550836,0.676409765516361,0.290051079566441
P78537,-0.078373363984562,0.252022546415688,0.061017492073764,Err:502,0.971216735549248,0.908228735255814,0.977582692985496,0.373900966300058
Q9UQ35,0.715228664637843,0.107144333637156,-0.323661206758041,-1.25065705957962,0.482932814355288,0.884498374221684,0.644055465039501,0.273258852414671
Q9NUQ6,0.346682404523345,-0.074928983459473,-0.399899344022151,-1.75310125057871,0.469594245472305,0.901310638029639,0.433076172227505,0.116009576855443
O60841,0.522521882045981,-0.507540164124343,0.216438233466595,-0.893318394656495,0.469731693202463,0.446183945296074,0.472889552901616,0.382738963950768
P63208,-0.188429534222518,-0.042903873078503,-0.953191118914143,-2.96738715582009,0.502306674978758,0.691026677384859,0.00335099431072,0.003734682252152
Q9UGV2,1.4697288190444,-2.48252079791936,0.137575999403109,-0.387413142915508,0.355859094732355,0.046103778177644,0.865117885490284,0.664582635121175
Q9UNN8,-0.183690105325964,0.157853206338429,0.043843135867821,1.34864723196553,0.872003609970646,0.908690604697257,0.968243052595652,0.372809304816878
P07384,0.543694828793912,0.175982503318262,-1.18723647289529,-0.767463479350867,0.697094421661272,0.894481832063857,0.51344216867034,0.629929623127431
Q8TEQ6,1.4319823657778,-0.891677264980302,-0.376775244494254,-0.981014096819759,0.304933762454114,0.487901291970135,0.77060986488937,0.541856414392904
Q9NY33,0.3318602373859,-0.371360061032141,-0.27146147296115,0.476974855119926,0.348169841880171,0.416552871645903,0.307951476097007,0.235312314119363
P54136,-1.28580450770903,-0.38297446973743,-0.634872571943224,1.17522361926488,0.614252877982928,0.811536292199242,0.778746582769946,0.440665087653158
Q9Y3B7,0.190829949690954,-0.521199764483697,-0.216796074430956,-0.7884956082777,0.792962388307098,0.532542129539961,0.733653665325713,0.310599503819936
P51692,0.063265256270849,-0.268131095720127,-0.48859583894519,0.251979396911299,0.852725497303401,0.516661790984759,0.403539767911053,0.728518570392794
P15531,-0.118753122438682,0.496821199092978,0.391396909206216,0.09565510951886,0.926196251999866,0.57612352844357,0.664485137840363,0.917320253164701
