drugbank_id	category	organism	known_action	actions	uniprot_id	pubmed_ids
DB03808	target	Staphylococcus haemolyticus	unknown		P0A0N5	17139284|17016423
DB03808	target	Staphylococcus aureus	unknown		P0A0N4	10592235
DB03809	target	Humans	unknown		P07900	10592235
DB03811	target	Escherichia coli (strain K12)	unknown		P06988	17139284|17016423
DB03811	target	Escherichia coli (strain K12)	unknown		P60906	17139284|17016423
DB03812	target	Mycobacterium tuberculosis	unknown		P9WHE9	17139284|17016423
DB03813	target	Shigella flexneri	unknown		P0A6Q5	17139284|17016423
DB03813	target	Escherichia coli (strain K12)	unknown		P0A6Q3	10592235
DB03814	target	Humans	unknown		P22303	17139284|17016423|10592235
DB03814	target	Escherichia coli (strain K12)	unknown		P17169	17139284|17016423
DB03814	target	Yeast	unknown		P22906	17139284|17016423
DB03814	target	Achromobacter cycloclastes	unknown		P25006	17139284|17016423
DB03814	target	Humans	unknown		P28845	17139284|17016423
DB03814	target	Escherichia coli (strain K12)	unknown		P0ACC7	17139284|17016423
DB03814	target	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949)	unknown		Q01770	17139284|17016423
DB03814	target	Escherichia coli (strain K12)	unknown		P00861	17139284|17016423
DB03814	target	Escherichia coli (strain K12)	unknown		P31434	17139284|17016423
DB03814	target	Rhodococcus erythropolis	unknown		Q9ZAG3	17139284|17016423
DB03814	target	Cellvibrio japonicus (strain Ueda107)	unknown		P49424	17139284|17016423
DB03814	target	Humans	unknown		P15291	17139284|17016423|10592235
DB03814	target	Abelson murine leukemia virus	unknown		P00521	17139284|17016423
DB03814	target	Escherichia coli (strain K12)	unknown		P0AEG6	17139284|17016423
DB03814	target	Escherichia coli (strain K12)	unknown		P0A9B2	17139284|17016423
DB03814	target	Pseudomonas putida	unknown		P20932	
DB03814	target	Alcaligenes xylosoxydans xylosoxydans	unknown		O68601	
DB03814	target	Escherichia coli (strain K12)	unknown		P0A6Y5	
DB03814	target	Escherichia coli (strain K12)	unknown		P76270	
DB03814	target	Pseudomonas putida (strain KT2440)	unknown		Q88H32	
DB03814	target	Humans	unknown		P09417	10592235
DB03814	target	Humans	unknown		P04424	10592235
DB03814	target	Escherichia coli (strain K12)	unknown		P0A8D6	
DB03814	target	Humans	unknown		P36405	10592235
DB03814	target	Proteus vulgaris	unknown		P52664	
DB03814	target	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	unknown		P45314	
DB03814	target	Humans	unknown		Q9Y468	
DB03814	target	Humans	unknown		P06276	
DB03814	target	Bacillus subtilis (strain 168)	unknown		P54548	
DB03814	target	Humans	unknown		P30041	10592235
DB03814	target	Thermus thermophilus	unknown		Q9X9L0	
DB03814	target	Myxococcus xanthus	unknown		Q9X5N2	
DB03814	target	Humans	unknown		Q8IWL2	10592235
DB03814	target	Lactobacillus plantarum	unknown		P60355	
DB03814	target	Thermus thermophilus	unknown		Q84FH6	
DB03814	target	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	unknown		Q9FCA6	
DB03814	target	Humans	unknown		Q6NXR0	10592235
DB03814	target	Humans	unknown		P23946	17139284|17016423
DB03814	target	Humans	unknown		P09211	17139284|17016423
DB03815	target	Shigella flexneri	unknown		P69923	17139284|17016423
DB03816	target	Escherichia coli (strain K12)	unknown		P00959	17139284|17016423
DB03817	target	HIV-1	unknown		P12488	
DB03818	target	Escherichia coli (strain K12)	unknown		P0A884	17139284|17016423|10592235
DB03820	target	Streptomyces sp. (strain R61)	unknown		P15555	17139284|17016423
DB03821	target	Humans	unknown		P15289	
DB03822	target	Flavobacterium sp. (strain ATCC 27551)	unknown		P0A433	17139284|17016423
DB03822	target	Humans	unknown		P06276	
DB03822	enzyme	Humans	unknown	ligand	P06276	10592235
DB03824	target	Humans	unknown		P11086	17139284|17016423|10592235
DB03825	target	Staphylococcus haemolyticus	unknown		P0A0N5	17139284|17016423
DB03825	target	Escherichia coli (strain K12)	unknown		P31224	17139284|17016423
DB03825	transporter	Humans	unknown	substrate	P33527	12944313
DB03825	transporter	Humans	unknown	substrate	P08183	12944313
DB03827	target	Bacillus cereus	unknown		P09598	17139284|17016423
DB03828	target	Humans	unknown		P12931	10592235
DB03830	target	Escherichia coli (strain K12)	unknown		P08192	17139284|17016423
DB03832	target	Humans	unknown		Q9UKG9	17139284|17016423|10592235
DB03833	target	Serratia marcescens	unknown		O32449	17139284|17016423|10592235
DB03834	target	Escherichia coli	unknown		P0AD63	17139284|17016423
DB03835	target	Humans	unknown		P11217	17139284|17016423|10592235
DB03836	target	Pseudomonas putida	unknown		P00183	17139284|17016423
DB03837	target	Humans	unknown		P25774	17139284|17016423
DB03839	transporter	Humans	unknown	inhibitor	Q8TF71	11278508
DB03840	target	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		P00282	17139284|17016423
DB03841	target	Humans	unknown		P47989	10592235
DB03842	target	Enterobacteria phage T4	unknown		P00720	17139284|17016423
DB03843	target	Streptomyces sp. (strain R61)	unknown		P15555	17139284|17016423
DB03844	target	Humans	unknown		P00918	17139284|17016423|10592235
DB03845	target	Humans	unknown		P23919	17139284|17016423
DB03846	target	Mycobacterium tuberculosis	unknown		P9WKE1	17139284|17016423
DB03847	target	Humans	unknown		P00734	17139284|17016423|10592235
DB03847	target	Humans	unknown		P02818	10592235
DB03847	target	Humans	unknown		P00742	10592235
DB03848	target	Humans	unknown		P55055	17139284|17016423
DB03849	target	Humans	yes	inhibitor	Q08499	10592235|17155857
DB03849	target	Humans	yes	inhibitor	Q07343	17155857
DB03850	target	Humans	unknown		P68133	17139284|17016423|10592235
DB03851	carrier	Humans	unknown		P15090	17139284|17016423|10592235
DB03854	target	Escherichia coli (strain K12)	unknown		Q46893	17139284|17016423
DB03855	target	Escherichia coli (strain K12)	unknown		P39304	17139284|17016423
DB03856	target	Humans	unknown		P11926	17139284|17016423|10592235
DB03857	target	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	unknown		P37698	17139284|17016423
DB03859	target	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	unknown		P37700	17139284|17016423
DB03860	target	Humans	unknown		Q92731	17139284|17016423|10592235
DB03861	target	Humans	unknown		P07686	17139284|17016423
DB03861	target	Humans	unknown		Q9Y691	
DB03862	target	Bacillus agaradhaerens	unknown		O85465	17139284|17016423
DB03862	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q08638	17139284|17016423
DB03863	target	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	unknown		Q59288	17139284|17016423
DB03863	target	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	unknown		Q46079	17139284|17016423
DB03864	target	Humans	unknown		P48147	17139284|17016423|10592235
DB03865	target	Humans	unknown		P00734	10592235
DB03865	target	Humans	unknown		P07477	10592235
DB03865	target	Humans	unknown		P00749	10592235
DB03865	target	Humans	unknown		P05981	10592235
DB03866	target	Humans	unknown		P35354	10592235
DB03867	target	Humans	unknown		P00390	17139284|17016423
DB03868	target	Helicobacter pylori (strain ATCC 700392 / 26695)	unknown		Q48255	17139284|17016423
DB03869	target	Shigella flexneri	unknown		P0A8M5	17139284|17016423
DB03870	target	Geobacillus stearothermophilus	unknown		Q9XBQ3	17139284|17016423
DB03871	target	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		P00282	17139284|17016423
DB03874	target	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A)	unknown		P33247	17139284|17016423
DB03876	target	Humans	unknown		P07477	10592235
DB03876	target	Humans	unknown		P00749	10592235
DB03877	target	Humans	unknown		P00918	17139284|17016423
DB03878	target	Abelson murine leukemia virus	unknown		P00521	17139284|17016423
DB03878	target	Humans	unknown		P00519	10592235
DB03879	target	Humans	unknown		P11226	17139284|17016423|10592235
DB03879	target	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	unknown		Q59288	17139284|17016423
DB03880	target	Humans	unknown		P22894	17139284|17016423|10592235
DB03880	target	Humans	unknown		P39900	17139284|17016423|10592235
DB03880	target	Humans	unknown		P51512	17139284|17016423|10592235
DB03880	target	Humans	unknown		Q9UKQ2	10592235
DB03880	target	Humans	unknown		Q9UNA0	10592235
DB03881	target	Humans	unknown		P00491	14982926
DB03881	target	Plasmodium falciparum (isolate 3D7)	unknown		Q8I3X4	
DB03882	target	Humans	unknown	agonist	Q92731	20557886
DB03882	carrier	Humans	unknown		P04278	17139284|17016423|10592235
DB03884	target	Rhodococcus sp.	unknown		Q59771	10592235
DB03884	target	Humans	unknown		Q9UJM8	10592235
DB03884	target	Azospirillum brasilense	unknown		P51852	10592235
DB03884	target	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	unknown		Q7NSZ5	10592235
DB03884	target	Bacillus subtilis (strain 168)	unknown		P39639	10592235
DB03884	target	Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a)	unknown		A1A2B5	10592235
DB03884	transporter	Humans	unknown	substrate	O15427	11101640
DB03886	target	Humans	unknown		P35270	17139284|17016423|10592235
DB03886	target	Humans	unknown		Q03393	10592235
DB03886	target	Humans	unknown		P00374	10592235
DB03887	target	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		Q05603	17139284|17016423
DB03888	target	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A)	unknown		P33247	17139284|17016423
DB03889	target	Humans	unknown		Q16775	17139284|17016423
DB03890	target	Humans	unknown		Q9UNI1	10592235
DB03891	target	Humans	unknown		P43235	17139284|17016423|10592235
DB03892	target	Humans	unknown		P29475	17139284|17016423|10592235
DB03893	target	Humans	unknown		P04406	17139284|17016423|10592235
DB03894	target	Humans	unknown	inhibitor	P27338	10592235|9564630
DB03894	enzyme	Humans	unknown	inhibitor	P27338	9564630|10592235
DB03895	target	Staphylococcus haemolyticus	unknown		P0A0N5	17139284|17016423
DB03896	target	Humans	unknown		P51003	17139284|17016423|10592235
DB03897	target	Escherichia intermedia	unknown		P31012	17139284|17016423
DB03897	target	Citrobacter freundii	unknown		P31013	10592235
DB03897	target	Aquifex aeolicus (strain VF5)	unknown		O67636	10592235
DB03899	target	Humans	unknown		P07900	10592235
DB03900	target	Humans	unknown		P07998	17139284|17016423|10592235
DB03900	target	Humans	unknown		P60174	17139284|17016423|10592235
DB03900	target	Humans	unknown		P50579	17139284|17016423
DB03900	target	Burkholderia xenovorans (strain LB400)	unknown		P47228	17139284|17016423
DB03900	target	Humans	unknown		P0DP23	17139284|17016423
DB03901	target	Desulfovibrio africanus	unknown		P94690	17139284|17016423
DB03902	target	Humans	unknown		P12931	17139284|17016423|10592235
DB03902	transporter	Humans	unknown	inhibitor	O94956	12724351
DB03902	transporter	Humans	unknown	substrate	Q8TCC7	10049739
DB03903	target	Humans	unknown		P68133	17139284|17016423|10592235
DB03904	target	Humans	unknown		P05089	17139284|17016423|10592235
DB03904	target	Humans	unknown		P00918	17139284|17016423
DB03904	target	VEEV	unknown		P09592	17139284|17016423
DB03904	target	Humans	unknown		P35222	17139284|17016423|10592235
DB03904	target	Escherichia coli O157:H7	unknown		Q8XB74	17139284|17016423
DB03904	target	Escherichia coli (strain K12)	unknown		P0ABQ4	17139284|17016423
DB03904	transporter	Humans	unknown	substrate	Q15849	1320335
DB03904	transporter	Humans	unknown	substrate	Q13336	9019665|7797558
DB03905	target	Unknown prokaryotic organism	unknown		P56220	17139284|17016423
DB03906	target	Humans	unknown		P09601	17139284|17016423
DB03907	target	Humans	unknown		P21964	17139284|17016423|10592235
DB03908	target		unknown		P03366	17139284|17016423
DB03909	target	Lactobacillus casei	unknown		P15925	17139284|17016423
DB03909	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q56310	17139284|17016423
DB03909	target	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	unknown		P45066	17139284|17016423
DB03909	target	Escherichia coli (strain K12)	unknown		P46859	17139284|17016423
DB03909	target	Escherichia coli (strain K12)	unknown		P33221	17139284|17016423
DB03909	target	Humans	unknown		P06213	17139284|17016423
DB03909	target	Humans	unknown		O14983	17139284|17016423|10592235
DB03909	target	Humans	unknown		O00764	17139284|17016423|10592235
DB03909	target	Humans	unknown		P00558	17139284|17016423|10592235
DB03909	target	Mycobacterium tuberculosis	unknown		P9WI81	17139284|17016423
DB03909	target	Escherichia coli (strain K12)	unknown		P0A9J6	17139284|17016423
DB03909	target	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		Q8ZKR2	
DB03909	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q9X278	
DB03909	target	Humans	unknown		Q12756	
DB03910	target	Humans	unknown		P29474	10592235
DB03911	target	Streptomyces rubiginosus	unknown		P24300	17139284|17016423
DB03912	target	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	unknown		Q72K87	17139284|17016423
DB03912	target	Shigella flexneri	unknown		P0A6I8	17139284|17016423
DB03912	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q9WZK0	17139284|17016423
DB03915	target	Escherichia coli (strain K12)	unknown		P0AB77	17139284|17016423
DB03916	target	Shigella flexneri	unknown		Q83QN9	17139284|17016423
DB03916	target	Escherichia coli (strain K12)	unknown		P77173	10592235
DB03917	carrier	Humans	unknown		P02753	17139284|17016423|10592235
DB03918	target	Humans	unknown		P29474	17139284|17016423|10592235
DB03919	target	Bacteriophage H30	unknown		P69178	17139284|17016423
DB03921	target	Humans	unknown		P36897	10592235
DB03923	target	Humans	unknown		Q86VU5	17139284|17016423|10592235
DB03924	target	Humans	unknown		P68400	10592235
DB03925	target	Humans	unknown	inhibitor	P08246	11752352|14530017
DB03925	target	Humans	unknown		Q9UNI1	17139284|17016423|10592235
DB03926	carrier	Humans	unknown		P04278	17139284|17016423|10592235
DB03927	target	Streptomyces sp. (strain R61)	unknown		P15555	17139284|17016423
DB03928	target	Humans	unknown		P32929	10592235
DB03929	target	Humans	unknown		P23415	11752352
DB03929	target	Humans	unknown		Q05586	17139284|17016423|10592235
DB03929	target	Humans	unknown		P29508	10592235
DB03929	target	Bacteriophage 21	unknown		P36275	
DB03929	transporter	Humans	unknown	inhibitor	Q8TF71	11278508
DB03929	transporter	Humans	unknown		Q9UN76	11846403
DB03931	target	PBCV-1	unknown		Q84424	17139284|17016423
DB03932	target	Humans	unknown		P20701	17139284|17016423
DB03933	target	Streptomyces globisporus	unknown		Q06110	17139284|17016423
DB03934	target	Humans	unknown		P99999	17139284|17016423|10592235
DB03935	target	Humans	unknown		P09038	17139284|17016423
DB03935	target	Humans	unknown		P08758	17139284|17016423|10592235
DB03936	target	Shigella flexneri	unknown		P0A716	17139284|17016423
DB03937	target	Aquifex aeolicus (strain VF5)	unknown		O66496	17139284|17016423
DB03937	target	Humans	unknown		P06744	17139284|17016423|10592235
DB03937	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q9WYH8	17139284|17016423
DB03938	target	Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)	unknown		P18548	17139284|17016423
DB03939	target	Escherichia coli (strain K12)	unknown		P25524	17139284|17016423
DB03940	target	Plasmodium falciparum (isolate CDC / Honduras)	unknown		Q27743	17139284|17016423
DB03940	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		P16115	17139284|17016423
DB03940	target	Humans	unknown		P00338	17139284|17016423|10592235
DB03940	target	Humans	unknown		P07195	17139284|17016423
DB03940	target	Escherichia coli (strain K12)	unknown		P09373	17139284|17016423
DB03940	target	Lactobacillus helveticus	unknown		P30901	17139284|17016423
DB03940	transporter	Humans	unknown	substrate	O15427	11101640
DB03942	target	Escherichia coli (strain K12)	unknown		P0AG16	17139284|17016423
DB03942	target	Bacillus subtilis (strain 168)	unknown		P37551	17139284|17016423
DB03942	target	Escherichia coli (strain K12)	unknown		P0A9M5	17139284|17016423
DB03944	target	Humans	unknown		P63316	10592235
DB03945	target	Humans	unknown		P02741	17139284|17016423
DB03945	target	Humans	unknown		Q96BH3	17139284|17016423|10592235
DB03945	target	Staphylococcus aureus (strain MW2)	unknown		P0A076	17139284|17016423
DB03947	target	Streptomyces rubiginosus	unknown		P24300	17139284|17016423
DB03948	target	Humans	unknown		P20839	17139284|17016423
DB03948	target	Humans	unknown		P12268	17139284|17016423
DB03949	target	Geobacillus stearothermophilus	unknown		P43133	17139284|17016423
DB03950	target	Humans	unknown		P00918	17139284|17016423|10592235
DB03951	target	Humans	unknown		P46926	17139284|17016423
DB03951	target	Escherichia coli (strain K12)	unknown		P0A759	17139284|17016423
DB03952	target	Escherichia coli (strain K12)	unknown		P0ABP8	17139284|17016423
DB03953	target	Humans	unknown		P35228	17139284|17016423|10592235
DB03955	target	Humans	unknown		Q16706	17139284|17016423|10592235
DB03956	target	Humans	unknown		P51178	17139284|17016423|10592235
DB03957	target	Humans	unknown		P60568	17139284|17016423|10592235
DB03958	target	Humans	unknown		Q96C86	17139284|17016423
DB03958	target	T3D	unknown		P0CK31	17139284|17016423
DB03959	target	Humans	unknown		P09038	17139284|17016423
DB03959	target	Humans	unknown		P05230	17139284|17016423
DB03959	target	Humans	unknown		Q9Y663	17139284|17016423
DB03959	target	Humans	unknown		P14210	17139284|17016423
DB03959	target	VACV	unknown		P68638	17139284|17016423
DB03959	target	Humans	unknown		P08758	17139284|17016423|10592235
DB03961	target	Shigella flexneri	unknown		P62619	17139284|17016423
DB03962	target	Humans	unknown		P52209	17139284|17016423|10592235
DB03963	target	Humans	unknown		O60603	17139284|17016423
DB03963	target	HHV-5	unknown		P16753	17139284|17016423
DB03963	target		unknown		P12497	17139284|17016423
DB03963	target	Humans	unknown		P29474	17139284|17016423|10592235
DB03963	target	Humans	unknown		Q9Y678	17139284|17016423
DB03963	target	Poliovirus type 1 (strain Mahoney)	unknown		P03300	17139284|17016423
DB03963	target	Humans	unknown		Q13426	17139284|17016423
DB03963	target	Shigella flexneri	unknown		P0A745	17139284|17016423
DB03964	target	Humans	unknown		Q99798	17139284|17016423|10592235
DB03966	target	Escherichia coli (strain K12)	unknown		P0AES6	9144789|6295263
DB03967	target	Humans	unknown		P61626	10592235
DB03967	target	Escherichia coli (strain K12)	unknown		P37001	10592235
DB03968	target	Humans	unknown		P00797	17139284|17016423|10592235
DB03970	target	Enterobacter cloacae	unknown		P05364	17139284|17016423|10592235
DB03970	target	Escherichia coli	unknown		P0AD63	17139284|17016423
DB03970	target	Klebsiella pneumoniae	unknown		P0AD64	10592235
DB03971	target	Geobacillus stearothermophilus	unknown		P19531	17139284|17016423
DB03971	target	Humans	unknown	ligand	P04746	30724629|10592235
DB03971	enzyme	Humans	unknown	ligand	P04746	30724629|10592235
DB03973	target	Mycobacterium tuberculosis	unknown		P9WHE9	17139284|17016423
DB03974	target	Humans	unknown		P29474	17139284|17016423|10592235
DB03975	target	Escherichia coli (strain K12)	unknown		P69488	17139284|17016423
DB03975	target	Humans	unknown		P00918	17139284|17016423
DB03976	target	HHV-4	unknown		P03234	17139284|17016423
DB03976	target	Humans	unknown		P07477	17139284|17016423
DB03976	target	Humans	unknown		P07478	17139284|17016423|10592235
DB03976	target	Humans	unknown		P17538	17139284|17016423|10592235
DB03976	enzyme	Humans	unknown	ligand	P06276	10592235
DB03977	target	Humans	unknown		P99999	17139284|17016423|10592235
DB03977	target	Humans	unknown		P0DP23	17139284|17016423|10592235
DB03978	target	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	unknown		P83453	17139284|17016423|10592235
DB03978	target	Pseudomonas sp. (strain 101)	unknown		P42790	17139284|17016423|10592235
DB03978	target	Humans	unknown		P54577	17139284|17016423|10592235
DB03978	target	APMV	unknown		Q5UPJ7	10592235
DB03979	target	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)	unknown		P39662	17139284|17016423
DB03980	target	Humans	unknown		Q16539	10592235
DB03981	target	Humans	unknown		P08758	17139284|17016423|10592235
DB03981	target	Humans	unknown		P09038	17139284|17016423
DB03981	target	Humans	unknown		Q9Y663	17139284|17016423
DB03982	target	Humans	unknown		P18031	17139284|17016423|10592235
DB03983	target	Humans	unknown		P51687	17139284|17016423|10592235
DB03984	target	Humans	unknown		P25774	17139284|17016423|10592235
DB03986	target	Escherichia coli (strain K12)	unknown		P0ABP8	17139284|17016423
DB03987	target	Pneumocystis carinii	unknown		P16184	17139284|17016423
DB03987	target	Humans	unknown		P00374	10592235
DB03988	target	Humans	unknown		P18509	
DB03989	target	Escherichia coli (strain K12)	unknown		P39265	17139284|17016423
DB03991	target	HPIV-3	unknown		P12564	17139284|17016423
DB03991	target	Micromonospora viridifaciens	unknown		Q02834	17139284|17016423
DB03991	target	Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)	unknown		P03472	17139284|17016423
DB03991	target	NDV	unknown		P32884	17139284|17016423
DB03991	target	Humans	unknown		Q9Y3R4	
DB03993	target	Escherichia coli (strain K12)	unknown		P0AB80	17139284|17016423
DB03994	target	Neisseria meningitidis	unknown		Q9RP17	
DB03994	target	Humans	unknown		P12429	
DB03995	target	Thermoactinomyces vulgaris	unknown		Q08751	17139284|17016423
DB03995	target	Escherichia coli (strain K12)	unknown		P0AEX9	17139284|17016423
DB03995	target	Thermus sp. IM6501	unknown		O69007	
DB03996	target	Humans	unknown		P52732	17139284|17016423|10592235
DB03997	target	Escherichia coli (strain K12)	unknown		P06986	17139284|17016423
DB03997	target	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		Q9X0D0	17139284|17016423
DB03999	target	Pseudomonas sp. (strain KWI-56)	unknown		P25275	17139284|17016423
DB04000	target	Humans	unknown		P42262	17139284|17016423|10592235
DB04001	target	Humans	unknown		P18031	17139284|17016423|10592235
DB04002	target	Humans	unknown		P00918	17139284|17016423|10592235
DB04003	target	Humans	unknown		P06239	17139284|17016423
DB04004	target	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	unknown		P28720	17139284|17016423|10592235
DB04005	target	Humans	unknown		Q9BZX2	17139284|17016423
DB04005	target	HCV	unknown		P26662	17139284|17016423
DB04005	target	Hepatitis C virus genotype 1b (isolate BK)	unknown		P26663	17139284|17016423
DB04006	target	Humans	unknown		P24941	17139284|17016423|10592235
DB04007	target	Mycobacterium tuberculosis	unknown		P9WNX1	17139284|17016423|10592235
DB04008	target	Humans	unknown		P07477	17139284|17016423|10592235
DB04009	target	Humans	unknown		P00167	17139284|17016423|10592235
DB04010	target	Humans	unknown		P09874	10592235
DB04012	target	Humans	unknown		P62942	10592235
DB04013	target	Humans	unknown		P11217	17139284|17016423|10592235
DB04014	target	Humans	unknown		Q00535	11752352
DB04014	target	Humans	unknown	inhibitor	P06493	11752352
DB04014	target	Humans	unknown		P49841	17139284|17016423|10592235
DB04015	target	Escherichia coli (strain K12)	unknown		P00959	17139284|17016423
DB04015	target	Escherichia coli (strain K12)	unknown		P0AE18	17139284|17016423
DB04016	target	Humans	unknown		P08311	17139284|17016423
DB04016	target	Humans	unknown		P23946	17139284|17016423
DB04017	target	Humans	unknown		P21397	10592235
DB04018	target	Humans	unknown		P29474	17139284|17016423|10592235
DB04020	target	Humans	unknown		Q92731	17139284|17016423
DB04021	target	Humans	unknown		P22303	10592235
DB04022	target	Bacillus subtilis (strain 168)	unknown		P42085	17139284|17016423
DB04022	target	Bacillus subtilis (strain 168)	unknown		P20964	17139284|17016423
DB04023	target	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		P11759	17139284|17016423
DB04024	target	Shigella flexneri	unknown		P0A8M5	17139284|17016423
DB04027	target	Humans	unknown		P06732	17139284|17016423|10592235
DB04028	target	Enterobacteria phage P22	unknown		P12528	17139284|17016423
DB04029	target		unknown		P08617	10592235
DB04029	target	HHAV	unknown		P13901	10592235
DB04029	target	Ochrobactrum anthropi	unknown		Q9LCC8	10592235
DB04030	target	Escherichia coli (strain K12)	unknown		P0AEK4	17139284|17016423|10592235
DB04031	target	Escherichia coli (strain K12)	unknown		P00634	17139284|17016423
DB04032	target	Pseudomonas putida	unknown		P00183	17139284|17016423
DB04033	target	Myxococcus xanthus	unknown		Q9X5N2	10592235
DB04034	target	Escherichia coli (strain K12)	unknown		P39304	17139284|17016423
DB04035	target	Escherichia coli (strain K12)	unknown		P00811	10592235
DB04035	target	Escherichia coli	unknown		P62593	10592235
DB04036	target	Humans	unknown		P26440	17139284|17016423
DB04037	target	Salmonella typhi	unknown		P62594	17139284|17016423
DB04037	target	Escherichia coli	unknown		P62593	10592235
DB04039	target	Escherichia coli (strain K12)	unknown		P06971	17139284|17016423|10592235
DB04039	target	Escherichia coli (strain K12)	unknown		P06129	10592235
DB04039	target	Escherichia coli	unknown		P00646	10592235
DB04040	target	Escherichia coli	unknown		P32890	17139284|17016423
DB04041	target	Staphylococcus aureus	unknown		P07944	17139284|17016423
DB04042	target		unknown		P03366	17139284|17016423
DB04043	target	Humans	unknown		P80188	17139284|17016423
DB04044	target	Humans	unknown		P11217	10592235
DB04045	target	Propionibacterium freudenreichii subsp. shermanii	unknown		Q8GBW6	17139284|17016423
DB04047	target	Bacillus anthracis	unknown		Q81VW8	
DB04047	target	Escherichia coli (strain K12)	unknown		P26281	17139284|17016423
DB04048	target	Humans	unknown		P32119	17139284|17016423
DB04050	target	Humans	unknown		P02144	17139284|17016423|10592235
DB04051	target	Paracoccus denitrificans	unknown		P95468	17139284|17016423|10592235
DB04052	target	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		Q05603	17139284|17016423
DB04053	target	Azotobacter vinelandii	unknown		P52197	17139284|17016423
DB04054	target	Humans	unknown		P07900	10592235
DB04055	target	Humans	unknown		P11217	17139284|17016423|10592235
DB04057	target	Humans	unknown		P31939	17139284|17016423|10592235
DB04058	target	Agrobacterium sp. (strain KNK712)	unknown		P60327	17139284|17016423|10592235
DB04058	target	Humans	unknown		P15085	10592235
DB04059	target	Humans	unknown		P00749	17139284|17016423|10592235
DB04062	target	Escherichia coli (strain K12)	unknown		P0A9E0	17139284|17016423
DB04062	target	Escherichia coli (strain K12)	unknown		P02924	17139284|17016423
DB04063	target	Escherichia coli (strain K12)	unknown		P0AB80	17139284|17016423
DB04064	target	Streptomyces nogalater	unknown		Q9RN59	
DB04065	target	Humans	unknown		P07327	17139284|17016423|10592235
DB04066	target	Rhodospirillum centenum	unknown		Q9X2W8	10592235
DB04066	target	Halorhodospira halophila	unknown		P16113	17139284|17016423|10592235
DB04066	target	Humans	unknown		Q14914	10592235
DB04066	target	Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158)	unknown		Q3IWB0	10592235
DB04067	target	Arthrobacter sp.	unknown		Q04416	
DB04067	target	Pseudomonas sp. (strain CBS-3)	unknown		P56653	
DB04068	target	Humans	unknown		P15531	17139284|17016423|10592235
DB04069	target	Humans	unknown		P53355	17139284|17016423|10592235
DB04070	target	Saccharopolyspora erythraea (strain NRRL 23338)	unknown		Q00441	17139284|17016423|10592235
DB04070	enzyme	Humans	no	inhibitor	P08684	11020135
