UniProt ID	Drug ID
O14672	DB04991
O00329	DB00201
P42338	DB00201
O60674	DB04716
Q13093	DB05119
Q5T601	DB05255
P07949	DB00398
Q06609	DB04395
P43490	DB05217
P27695	DB04967
P04229	DB05259
Q05655	DB04376
P50391	DB05004
P49146	DB00847
P24394	DB05078
Q14627	DB05078
P06280	DB05018
Q8NFA2	DB05265
Q02880	DB00380
P17342	DB04899
P09467	DB00131
Q9H228	DB08868
P05177	DB00951
Q16206	DB04915
P50135	DB00613
Q16790	DB00562
P35225	DB05305
Q8WXI7	DB04964
P03952	DB01593
Q15842	DB00914
O00206	DB00924
P32320	DB03185
P37268	DB05317
P16422	DB05319
Q01726	DB04931
O14746	DB00495
P31350	DB00242
P25929	DB05004
Q15761	DB05004
P54760	DB01254
P48060	DB05337
Q16831	DB07437
P05155	DB05961
P08729	DB01087
Q5T4S7	DB04959
Q96EB6	DB02709
P51686	DB15250
P07237	DB01593
P21796	DB01375
P45880	DB01375
Q9Y277	DB01375
P10147	DB05364
Q9BUP3	DB11077
Q14081	DB13979
Q86US8	DB05036
Q96KG9	DB05036
Q15185	DB00316
P04141	DB05194
Q16498	DB05194
P22301	DB05744
P39905	DB09301
P26196	DB01694
Q9NWT6	DB01694
P42768	DB01731
O14717	DB00738
Q8WTS6	DB01752
P52848	DB01812
O43704	DB01812
Q13363	DB01942
P08684	DB00143
P04746	DB00284
O14936	DB01942
Q9NQX3	DB01942
Q99418	DB01863
Q92831	DB01992
P23141	DB00382
P09012	DB02175
P43026	DB02325
P06312	DB02325
Q16740	DB04464
P31949	DB02482
P53778	DB02482
Q9BY49	DB00173
P11712	DB03317
P27707	DB01073
P01857	DB01631
O00244	DB00515
Q8NBQ5	DB02854
P08048	DB02884
P54278	DB02930
P02749	DB05446
P25311	DB03721
P08887	DB06273
P10632	DB00951
P51687	DB03983
P01709	DB03088
P80075	DB03088
P06703	DB11093
Q6UWP2	DB03461
Q96CD2	DB03247
P16152	DB01698
Q96LB9	DB04736
Q05397	DB06423
O43252	DB02661
P15531	DB01593
Q12756	DB03909
Q16698	DB03461
O76083	DB03597
Q9H4G4	DB03661
P49763	DB08885
P53041	DB00171
Q96FI4	DB01592
Q14541	DB03796
O43617	DB03796
Q9Y468	DB03814
P15289	DB01800
Q9Y691	DB01110
P18509	DB03988
Q9Y3R4	DB00198
P12429	DB00591
P58335	DB05945
P05162	DB02379
P15086	DB04272
Q9HB21	DB04272
P07360	DB01593
P18085	DB04315
O60547	DB02547
P22392	DB04315
Q9Y689	DB04315
P51570	DB04395
P16144	DB05122
P01270	DB04419
O15169	DB04447
P07998	DB00128
Q03721	DB04522
Q01064	DB00622
Q16769	DB04581
P35914	DB04594
P78368	DB03083
P30291	DB04608
P11509	DB04665
P07384	DB04276
Q13285	DB04683
Q9NXA8	DB02059
P35625	DB05383
Q7L5Y9	DB05389
Q86VB7	DB05389
P48357	DB05098
P21926	DB05398
Q8TDV5	DB05166
Q02763	DB00415
P04637	DB00945
O96017	DB05149
O14757	DB05149
Q92847	DB12128
P05305	DB05407
P00403	DB02659
P41597	DB05130
Q9NNW7	DB05428
P51671	DB05429
Q15759	DB05157
O15264	DB05157
P05067	DB00746
Q8IW54	DB05142
P23560	DB05047
Q6PEY2	DB05147
Q9H853	DB05147
Q5NUL3	DB05532
Q13885	DB05147
Q9BVA1	DB05147
Q9BUF5	DB05147
P33151	DB00480
Q96GD4	DB04703
P15328	DB00158
A1Z199	DB05164
Q96IY4	DB05712
O15392	DB00206
Q96BI3	DB05171
Q9NZ42	DB05171
Q9GZP0	DB05139
Q13443	DB05033
P26010	DB05122
Q9NPF7	DB05459
Q8NET8	DB00825
P43235	DB01858
P05019	DB01890
P55786	DB11638
Q92843	DB12340
Q92934	DB12340
Q96AE4	DB05786
P13861	DB05798
P10644	DB01790
P50052	DB01349
P09429	DB00608
Q13233	DB06061
Q02156	DB06064
P04792	DB06094
O14763	DB05895
Q02224	DB06097
O14793	DB05915
Q15116	DB05916
Q693P7	DB00193
P40238	DB05332
Q9NZQ7	DB11595
Q99527	DB00783
Q9H6X2	DB05945
P02647	DB01593
P01563	DB12773
P01024	DB00028
P04234	DB00075
P09693	DB00075
P20963	DB00075
Q13421	DB12845
Q14790	DB12651
Q9Y6Q6	DB05959
P40763	DB05959
Q07011	DB12077
Q4VB53	DB11914
P06734	DB06162
Q9P2E9	DB12339
Q9Y221	DB12339
Q969F8	DB05967
P25963	DB00945
P20807	DB06124
Q01344	DB12023
P27037	DB12118
Q14956	DB05996
P10636	DB00448
P27816	DB01229
P01303	DB00191
P16615	DB06157
Q99705	DB00502
P28908	DB06324
O43174	DB00755
P04439	DB02740
P04439	DB06226
P40933	DB01327
P01730	DB00098
Q9NPC1	DB06248
Q15722	DB06248
P01308	DB01593
Q9NQ25	DB06317
P52333	DB04716
P17813	DB06322
P01127	DB06325
P15391	DB06342
P53420	DB06356
P15941	DB06584
P25092	DB08890
P15169	DB01593
P22792	DB01593
Q16706	DB02034
Q12884	DB06474
Q03431	DB05084
Q07817	DB07108
Q07820	DB09401
P49674	DB06195
P30411	DB05038
Q00613	DB06258
Q96QU6	DB03214
P11597	DB06281
O14788	DB00480
Q9NR97	DB00724
P05112	DB06560
O43193	DB00199
P35408	DB00917
P56524	DB01593
Q8WUI4	DB04297
P30874	DB00104
P32745	DB06663
P17538	DB01662
P05181	DB11994
P33261	DB00951
P05108	DB00357
O60656	DB04552
Q06278	DB00924
P55263	DB00131
P22309	DB12010
P19099	DB00421
P04798	DB02342
P05186	DB09338
P20813	DB02974
P25024	DB01009
P46597	DB01065
Q92753	DB01065
P11678	DB01065
P18545	DB00203
Q13956	DB00203
Q9HCR9	DB00820
P52209	DB00789
Q8N8N7	DB00328
Q9Y5Y4	DB00328
Q8IZS8	DB00381
P54750	DB00622
P02585	DB01023
Q13332	DB00630
P23469	DB00630
P38606	DB00630
O95749	DB00399
P62745	DB00083
Q95460	DB00098
P05556	DB00098
P06756	DB00098
P33402	DB00435
Q9Y2I1	DB00697
O14649	DB00561
Q9NPC2	DB00561
P30926	DB00184
P32297	DB00184
P30532	DB00184
Q15825	DB00184
Q05901	DB00184
P12104	DB01050
P18507	DB00231
Q8N1C3	DB00231
Q99928	DB00231
P78334	DB00231
O00591	DB00231
Q9UN88	DB00231
P28476	DB00231
O14764	DB00231
P00709	DB03796
P29034	DB00768
Q9NZV8	DB00280
Q9UK17	DB00280
Q16620	DB00321
P51857	DB00548
P33260	DB07670
P24462	DB09061
Q7LG56	DB00242
Q07864	DB00242
P56282	DB00242
Q9NR33	DB00242
Q9NRF9	DB00242
A8MPY1	DB00231
P07098	DB01083
P11717	DB01277
P07451	DB00273
P35218	DB00909
Q9Y2D0	DB00909
P23280	DB00909
P43166	DB00311
P35219	DB00909
Q9NS85	DB00909
O75493	DB00909
Q8N1Q1	DB00909
Q9ULX7	DB00819
Q07699	DB00252
O60939	DB00909
Q9NY72	DB00909
Q8IWT1	DB00909
O15440	DB11672
O95255	DB00171
Q12908	DB13914
Q8TCC7	DB00493
Q9Y694	DB00493
Q9NPD5	DB01211
P19652	DB00280
P09238	DB00786
P09237	DB00786
P24347	DB00786
P50281	DB00786
P51511	DB00786
Q9ULZ9	DB00786
Q99542	DB00786
O60882	DB00786
Q8N119	DB00786
O75900	DB00786
Q9Y5R2	DB00786
Q9NRE1	DB00786
Q9H306	DB00786
Q9H239	DB00786
Q9UJT1	DB00570
Q9UJT0	DB00570
P23258	DB00570
O60658	DB07954
Q96RD7	DB01032
P35869	DB00338
P11474	DB00197
Q15788	DB01645
Q8NEB9	DB06836
Q9UNA0	DB03880
P63092	DB02587
Q08462	DB02587
O95622	DB02587
P20248	DB02091
Q15661	DB06848
Q13526	DB01766
Q15596	DB00255
P48552	DB06884
P53350	DB06897
Q16651	DB06900
P08217	DB06901
Q13362	DB02506
P30153	DB02506
P61626	DB00128
P15085	DB02494
P78536	DB06943
P31151	DB01050
Q9UNI1	DB01844
P17612	DB01919
P61925	DB03374
Q9UJM8	DB02164
P63208	DB01750
Q9NZK7	DB00233
P23467	DB06989
P13051	DB06990
P45984	DB07020
Q99933	DB07045
P11142	DB01254
P61769	DB02740
P01848	DB02740
P01850	DB02740
O60551	DB02180
Q13133	DB07080
P36897	DB03921
P24666	DB00173
Q9BVJ7	DB04214
O43293	DB04716
Q9UQF2	DB01782
P45983	DB00675
P33981	DB01782
Q13554	DB07168
P42892	DB07171
Q8TF76	DB04604
Q14914	DB03461
P51955	DB07180
Q9UGN5	DB07232
P01859	DB02854
Q9NQS7	DB07340
P62136	DB02506
P63151	DB02506
Q8IVS2	DB07344
P21281	DB05260
P84077	DB02774
Q15078	DB02052
Q96L21	DB02494
P40429	DB02494
P62829	DB02494
P61313	DB02494
P84098	DB02494
P62750	DB02494
Q9UHA3	DB02494
Q9UNX3	DB02494
P62917	DB02494
P61927	DB02494
P39023	DB02494
P62913	DB02494
P55769	DB02494
P01834	DB01851
P06310	DB00693
O75460	DB07382
P25705	DB04216
P06576	DB04216
P36542	DB04216
P60174	DB01593
Q14994	DB00366
P08574	DB04141
P22695	DB04141
P07919	DB04141
O14949	DB04141
P47985	DB04141
O14957	DB04799
P14927	DB04141
Q9UDW1	DB04141
Q15118	DB07403
Q59FW3	DB07425
Q9UBT6	DB07435
Q9UKQ2	DB02046
P28838	DB02386
Q16134	DB00331
O14983	DB03909
P41743	DB03777
Q09013	DB01946
Q7Z406	DB01944
P04118	DB02451
P30301	DB02451
P25786	DB08515
P25787	DB08515
P25788	DB08515
P25789	DB08515
P28066	DB08515
P60900	DB08515
O14818	DB07558
P49720	DB08515
P28070	DB08515
P28072	DB08515
Q99436	DB08515
Q16877	DB04395
P11488	DB02994
P09466	DB02405
Q9Y6M4	DB04751
Q494W8	DB07494
Q9HB40	DB07506
P09668	DB02140
P0CG22	DB02532
P19784	DB07546
P13073	DB02659
P00414	DB02659
P20674	DB02659
P10606	DB02659
P09669	DB02659
P24311	DB02659
P15954	DB02659
P10176	DB02659
Q02221	DB02659
P14854	DB02659
P24310	DB02659
P04054	DB00795
Q7KZA3	DB02659
Q86XF0	DB01929
Q9H169	DB01206
Q13627	DB07608
P41235	DB03017
P98155	DB03017
Q9UNK4	DB03017
Q9Y6Y9	DB00295
P54317	DB02613
Q9H2G2	DB07664
Q16566	DB07664
P49761	DB07664
Q13907	DB01785
Q9Y6F1	DB07677
Q7Z2Z2	DB02750
Q9HCD5	DB07702
Q16644	DB07728
Q01581	DB07740
P01116	DB07771
Q92696	DB04464
P53611	DB04464
Q9UQM7	DB04119
Q00536	DB07766
P03989	DB04464
P29377	DB04464
P0CG48	DB04464
Q03426	DB04695
Q6P093	DB07814
Q15102	DB07821
P16112	DB02255
O00141	DB03247
Q13557	DB07853
Q9P289	DB07853
Q6UWM7	DB02185
P53582	DB04324
P07737	DB07908
Q7Z3Y4	DB07909
Q9UHY7	DB07912
Q15067	DB03147
Q15375	DB07970
P14920	DB02838
P04632	DB02570
P23458	DB02375
P29597	DB04716
Q96NX5	DB08009
P08758	DB00591
P49862	DB08038
Q6NUS8	DB01852
Q59EB3	DB08111
Q969V6	DB08080
Q8WWL2	DB08080
P06396	DB01593
P01593	DB04147
P01764	DB04147
P60981	DB04147
Q14494	DB04147
P02689	DB01915
P23528	DB04147
O75116	DB08162
Q6PKH6	DB04200
P06731	DB05097
O75521	DB08231
P35243	DB08231
Q08209	DB08231
P62330	DB01864
P43080	DB08231
P15151	DB03203
O15143	DB08235
P61160	DB08235
P61158	DB08235
O15144	DB08235
O15145	DB08235
P59998	DB08235
O15511	DB08235
P23083	DB08273
P04211	DB08273
Q9HCP0	DB08325
Q12866	DB08325
Q96GR2	DB08326
Q15418	DB04751
O75865	DB08342
Q86SZ2	DB08342
Q8IUR0	DB08342
Q9Y296	DB08342
Q9Y5R8	DB08342
P13639	DB02059
Q460N3	DB08348
Q16654	DB00755
P11684	DB08373
P14649	DB08378
P19105	DB08378
P12883	DB08378
P35080	DB02078
P01768	DB08396
P05187	DB01373
P07948	DB01254
Q8WX39	DB01760
P78362	DB00173
Q8IU85	DB08454
Q6NVY1	DB04216
O94768	DB04216
P30419	DB03062
Q15120	DB03758
O00182	DB04472
P09848	DB02376
Q6PYX1	DB08545
P01615	DB08562
P55196	DB08574
Q9NWZ3	DB08590
Q15119	DB08608
Q9UKY3	DB08612
P26447	DB00831
P14550	DB02383
O60218	DB00605
Q92793	DB08655
Q86WA6	DB03380
Q6PHW0	DB03374
Q9NPJ3	DB08688
Q15648	DB04891
Q13555	DB06616
P80192	DB08703
Q9HBL8	DB08784
Q16558	DB01110
Q9NPA1	DB01110
Q86W47	DB01110
Q92952	DB01110
Q9H2S1	DB01110
Q9UGI6	DB01110
O43739	DB01863
P62312	DB02745
O14792	DB01812
P32019	DB03158
P49247	DB01756
O43612	DB03088
O60942	DB02325
Q9H2P9	DB01752
Q9Y3I0	DB02772
Q9BY32	DB04272
Q99470	DB02201
Q15796	DB04522
O60678	DB01752
Q14565	DB03366
P15170	DB04315
Q9Y6I3	DB03316
P04179	DB03297
P00558	DB03909
Q16762	DB02761
P19961	DB01870
O75390	DB01969
P13929	DB01709
P36871	DB02835
P15259	DB01681
P29508	DB03929
Q03403	DB03088
P0CG04	DB03088
P01920	DB00071
P02144	DB01710
P08670	DB11638
P20472	DB01942
Q96BH3	DB03945
Q6L8H2	DB02379
P11172	DB02890
O43169	DB12695
P22694	DB02482
P07108	DB01992
P54819	DB01717
Q92930	DB02082
Q9Y6L7	DB01989
P22570	DB03147
Q8IWL2	DB03814
P11226	DB01818
P19622	DB03309
P51149	DB04315
P04053	DB02189
P13686	DB02325
P17600	DB02930
P35749	DB04444
P51178	DB03401
P63096	DB04315
Q701N4	DB02379
P09382	DB03345
P20645	DB01272
P15813	DB04661
Q9NPH2	DB01840
P31323	DB02527
P46976	DB01861
P30084	DB02563
Q7Z4J2	DB01861
P22459	DB02299
P37108	DB11638
Q99798	DB01727
P10600	DB03316
Q9UHQ9	DB03147
P46459	DB01902
P07585	DB03754
O14594	DB02379
P20823	DB04419
P51003	DB01860
P35241	DB03401
P26572	DB03397
Q03393	DB00688
P09110	DB09069
Q14643	DB03401
P19835	DB04348
P78352	DB00536
P21283	DB01694
P19883	DB01666
P48735	DB01727
P68104	DB01593
P07478	DB01805
P62837	DB02418
P16930	DB01677
Q12965	DB03366
P20339	DB02467
P40616	DB04315
Q96MA6	DB01717
P50897	DB02035
P0CG29	DB04132
P49411	DB01593
P49913	DB02345
P50607	DB02028
P35398	DB01990
Q9NTG7	DB02059
P29323	DB04395
P09104	DB02726
Q9GZU7	DB04156
P61024	DB00472
P49368	DB04395
P61457	DB04400
P62166	DB11093
P62491	DB01864
P62826	DB04315
P0CG47	DB02542
P11233	DB04315
Q6UWN8	DB02107
Q8NFW8	DB02485
P05062	DB02512
Q96RQ9	DB03147
O75976	DB04489
P14621	DB01942
P62258	DB01780
O14874	DB02930
P55072	DB04395
P22314	DB04119
Q86YB8	DB01902
Q9NYQ3	DB03247
Q92993	DB01992
O60493	DB04530
P55789	DB03147
O60264	DB02379
Q9NWZ5	DB01632
Q92830	DB01992
Q16613	DB01777
P00973	DB02987
Q86VU5	DB01752
P78330	DB01593
Q9BZZ2	DB02379
Q01082	DB01373
Q15382	DB04137
Q99873	DB01752
Q13838	DB02325
Q9UQB9	DB06134
P61587	DB04137
Q9UNP4	DB05867
Q96I15	DB00114
P13611	DB08818
O75908	DB01094
P01877	DB04676
Q6WRI0	DB00114
Q96PD5	DB01593
O75676	DB03247
Q53H96	DB00172
P60953	DB02623
P17050	DB09462
Q99661	DB04395
Q9BVM4	DB01942
Q96QT4	DB04395
O14964	DB04272
Q9BV57	DB02325
Q96KC2	DB04315
Q9UBQ6	DB02196
O00187	DB04527
Q9UL51	DB02315
Q9UL54	DB04522
Q9Y6B6	DB04315
Q6NXR0	DB03814
P41091	DB04315
Q96GD3	DB03345
P36405	DB03814
O00142	DB02452
Q9Y646	DB00142
P30041	DB02325
O15111	DB00233
Q99835	DB01047
Q99456	DB00400
P02708	DB00555
P11230	DB00674
Q07001	DB00674
P07510	DB00674
Q04844	DB00674
P31327	DB06775
P00748	DB01593
P54219	DB00206
Q92637	DB00028
P0C0L4	DB00028
P0C0L5	DB00028
P47898	DB00246
P01106	DB00945
Q14697	DB00491
Q8TET4	DB00491
O75330	DB08818
P49190	DB05829
Q14542	DB00898
Q9UQQ2	DB06589
P16389	DB06637
P22001	DB06637
P22460	DB06217
P17658	DB06637
Q96RP8	DB06637
Q16322	DB06637
Q14721	DB06637
Q92953	DB06637
P48547	DB06637
Q96PR1	DB06637
Q14003	DB06637
Q9NSA2	DB06637
Q13882	DB05294
P48066	DB08848
P01583	DB06372
P18510	DB06372
P49765	DB08885
P28065	DB08889
P40306	DB08889
P28062	DB08889
Q16832	DB08896
P42685	DB01254
P11274	DB00619
P36507	DB06616
Q9Y2U5	DB06616
Q5XXA6	DB04941
P31639	DB06292
Q96SW2	DB00480
Q14145	DB08908
P57059	DB08912
Q8NG66	DB08912
P53667	DB08912
Q9UHC3	DB08838
Q9UM01	DB13146
Q15303	DB08916
Q7RTT9	DB01104
Q9NSD5	DB08848
P48065	DB08848
P04731	DB00435
P02795	DB01593
Q96S37	DB01138
P01903	DB05121
P79483	DB05121
P13762	DB05121
Q30154	DB05121
P04229	DB05121
Q30167	DB05121
P20039	DB05121
Q95IE3	DB05121
Q5Y7A7	DB05121
Q9GIY3	DB05121
P01911	DB05121
Q29974	DB05121
P01912	DB05121
P13760	DB05121
P13761	DB05121
Q30134	DB05121
Q9TQE0	DB05121
P14867	DB00186
P47869	DB00186
P34903	DB00186
P48169	DB00186
P31644	DB00186
Q16445	DB00186
P18505	DB00186
P47870	DB00186
P28472	DB00186
O14764	DB00186
P78334	DB00186
Q8N1C3	DB00186
P18507	DB00186
Q99928	DB00186
O00591	DB00186
Q9UN88	DB00186
Q9HAB3	DB01440
P02786	DB13257
Q9UP52	DB13257
Q05586	DB00659
Q12879	DB00659
Q13224	DB00659
Q14957	DB00659
O15399	DB00659
Q8TCU5	DB00659
O60391	DB00659
P23415	DB00228
P48167	DB00228
P08908	DB00715
P28222	DB00715
P28221	DB00715
P28566	DB00715
P30939	DB00715
P28223	DB00715
P41595	DB00715
P28335	DB00715
P46098	DB00715
O95264	DB00715
Q8WXA8	DB00715
Q70Z44	DB00715
A5X5Y0	DB00715
Q13639	DB00715
P50406	DB00715
P34969	DB00715
P35348	DB00243
P35368	DB00243
P25100	DB00243
P08913	DB00193
P18089	DB00193
P18825	DB00193
P08684	DB11994
Q9HB55	DB11994
P20815	DB11994
P24462	DB11994
P08588	DB00182
P07550	DB00182
P13945	DB00182
P08686	DB01026
Q13315	DB00201
P51812	DB00945
Q15125	DB00675
O95644	DB00852
P02763	DB00477
P19652	DB00477
P28223	DB00477
P41595	DB00477
P28335	DB00477
P18405	DB00421
P31213	DB00421
Q9H8P0	DB00421
P35348	DB00182
P35368	DB00182
P25100	DB00182
P08913	DB00182
P18089	DB00182
P18825	DB00182
P21728	DB00248
P21918	DB00248
P11229	DB00321
P08172	DB00321
P20309	DB00321
P08173	DB00321
P08912	DB00321
P17252	DB00675
P05771	DB00675
Q05655	DB00675
Q02156	DB00675
P05129	DB00675
P41743	DB00675
Q04759	DB00675
Q05513	DB00675
O00264	DB00514
O00264	DB00540
Q99720	DB00540
P35498	DB00243
Q9Y5Y9	DB00243
Q9UI33	DB00243
Q99250	DB00243
Q9NY46	DB00243
P35499	DB00243
Q14524	DB00243
Q01118	DB00243
Q9UQD0	DB00243
Q15858	DB00243
Q07699	DB00243
O60939	DB00243
Q9NY72	DB00243
Q8IWT1	DB00243
Q06432	DB00153
Q9Y698	DB00153
O60359	DB00153
Q9UBN1	DB00153
Q9UF02	DB00153
Q9BXT2	DB00153
P62955	DB00153
Q8WXS5	DB00153
P54289	DB00153
Q9NY47	DB00153
Q8IZS8	DB00153
Q7Z3S7	DB00153
Q13936	DB00153
Q01668	DB00153
O60840	DB00153
Q13698	DB00153
Q02641	DB00153
Q08289	DB00153
P54284	DB00153
O00305	DB00153
Q00975	DB00153
O00555	DB00153
Q15878	DB00153
O43497	DB00153
O95180	DB00153
Q9P0X4	DB00153
Q00653	DB00843
P19838	DB00843
P04839	DB00514
P13498	DB00514
P14598	DB00514
P19878	DB00514
Q15080	DB00514
P63000	DB00514
P15153	DB00514
P48048	DB01392
P78508	DB01392
Q14654	DB01392
Q14500	DB01392
Q9UNX9	DB01392
Q99712	DB01392
Q15842	DB01392
Q12791	DB00721
Q16558	DB00721
Q9Y691	DB00721
Q9NPA1	DB00721
Q86W47	DB00721
O15554	DB00721
Q92952	DB00721
Q9H2S1	DB00721
Q9UGI6	DB00721
Q13131	DB00945
P54646	DB00945
Q9Y478	DB00945
O43741	DB00945
P54619	DB00945
Q9UGJ0	DB00945
Q9UGI9	DB00945
P21397	DB00182
P27338	DB00182
Q14643	DB00201
Q14571	DB00201
Q14573	DB00201
P54750	DB00201
Q01064	DB00201
Q14123	DB00201
Q9Y233	DB00201
P27815	DB00201
Q07343	DB00201
Q08493	DB00201
Q08499	DB00201
Q9NP56	DB00201
O00408	DB00201
Q14432	DB00201
Q13370	DB00201
O76074	DB00201
P51160	DB00201
Q9HCR9	DB00201
Q13946	DB00201
O60658	DB00201
O95263	DB00201
O76083	DB00201
P16499	DB00201
P35913	DB00201
Q14654	DB01016
Q15842	DB01016
P18846	DB00852
P15336	DB00852
P18847	DB00852
P18848	DB00852
Q9Y2D1	DB00852
P18850	DB00852
P17544	DB00852
Q8WYK2	DB00852
P01100	DB00852
P05412	DB00852
Q07021	DB08818
P10915	DB08818
Q96S86	DB08818
Q86UW8	DB08818
Q14520	DB08818
P20839	DB01033
P12268	DB01033
Q9BZV3	DB08818
Q5JVS0	DB08818
Q6UX15	DB08818
Q9H1R3	DB04825
Q8WWQ8	DB08818
P11388	DB00970
Q02880	DB00970
P98066	DB00843
Q05586	DB00193
Q12879	DB00193
Q13224	DB00193
Q14957	DB00193
O15399	DB00193
Q8TCU5	DB00193
O60391	DB00193
P28223	DB01221
P41595	DB01221
P28335	DB01221
P08908	DB00334
P28222	DB00334
P28221	DB00334
P28566	DB00334
P30939	DB00334
P10599	DB12695
P60709	DB04216
O95718	DB00255
P63261	DB09130
Q9HBK9	DB00118
P50993	DB01092
P13637	DB01092
P05090	DB00162
P62736	DB12695
P01861	DB09130
P01876	DB01593
P01871	DB01593
Q9Y698	DB00898
P10412	DB09130
P62807	DB09130
P48050	DB01136
Q92806	DB00898
O95259	DB00458
Q15493	DB11093
Q9ULB1	DB11093
O00299	DB09130
Q92736	DB01195
P29973	DB04209
P67870	DB00171
P28907	DB09331
P17676	DB04216
Q86T13	DB02709
Q96G91	DB00171
Q6QNK2	DB12637
P60484	DB04327
P49908	DB01593
Q8N907	DB01593
P09769	DB01254
P36956	DB03756
Q04206	DB08908
P25105	DB02261
Q9HC97	DB00695
Q9UE69	DB00370
P54756	DB01254
Q9NYL2	DB01254
P09936	DB12695
P25713	DB01593
Q8TDU6	DB02659
Q99571	DB09119
Q9C0B1	DB11638
Q9Y2T6	DB06155
Q9Y5S8	DB09140
Q16555	DB11638
P06733	DB01593
P29590	DB01169
O75340	DB01373
P08493	DB01373
Q8TAB3	DB01373
O14618	DB01593
Q6MZM0	DB09130
Q969S2	DB01592
O75880	DB09130
Q14978	DB00997
O95750	DB01109
Q15750	DB06757
O60502	DB00428
P31025	DB00755
Q9NY56	DB00755
P46663	DB00178
P04279	DB01593
O15304	DB01593
P46939	DB01593
Q06830	DB01593
Q0VD83	DB01593
Q16552	DB09029
O43613	DB09034
O43614	DB09034
Q8NBP7	DB09302
P21453	DB08868
P34981	DB09421
Q99870	DB00182
P29460	DB05679
Q9NPF7	DB05679
Q13547	DB05015
Q969S8	DB05015
Q96DB2	DB05015
Q92769	DB05015
O15379	DB05015
P56524	DB05015
Q9UQL6	DB05015
Q9UBN7	DB05015
Q8WUI4	DB05015
Q9BY41	DB05015
Q9UKV0	DB05015
P14867	DB00334
P47869	DB00334
P34903	DB00334
P48169	DB00334
P31644	DB00334
Q16445	DB00334
Q8N1C3	DB00334
P18507	DB00334
Q99928	DB00334
Q09428	DB00839
Q14654	DB00839
P49281	DB15598
Q14872	DB12965
P0DM35	DB12965
P04731	DB12965
P07438	DB12965
P04732	DB12965
P04733	DB12965
P13640	DB12965
P80294	DB12965
Q93083	DB12965
Q8N339	DB12965
P80297	DB12965
P02795	DB12965
P25713	DB12965
P47944	DB12965
A1L3X4	DB12965
Q9Y4I5	DB12965
Q99828	DB11093
P30626	DB11093
Q99653	DB11093
P35556	DB11093
O14958	DB11093
Q9UBV8	DB11093
P13693	DB11093
O75838	DB11093
P31415	DB11093
Q02818	DB11093
P80303	DB11093
Q75N90	DB11093
P28676	DB11093
Q9ULU8	DB11093
P0DP24	DB11093
P0DP25	DB11093
Q96FQ6	DB11093
P22676	DB11093
Q13938	DB11093
Q86UW7	DB11093
Q96L12	DB11093
Q13936	DB00252
Q01668	DB00252
O60840	DB00252
Q13698	DB00252
Q02641	DB00252
Q08289	DB00252
P54284	DB00252
O00305	DB00252
O00555	DB00252
O43497	DB01115
O95180	DB01115
Q9P0X4	DB01115
O00555	DB13746
Q15878	DB00273
Q96PD7	DB09568
P02786	DB01592
P02655	DB09130
P02656	DB09130
P10589	DB06732
P29372	DB00515
P05109	DB01373
P10809	DB09130
P48723	DB09130
P15880	DB09130
P22626	DB09130
P31943	DB09130
P31942	DB09130
P14866	DB09130
P23246	DB09130
Q15428	DB09130
P63244	DB09130
P12814	DB06773
P09525	DB00591
P31948	DB09130
Q96RE1	DB09130
P56537	DB09130
P60842	DB09130
P31946	DB09130
P51858	DB09130
Q06323	DB09130
P18669	DB09130
P43487	DB09130
P43652	DB09130
P30101	DB01593
P04155	DB00481
P50453	DB00481
P07288	DB00834
P23276	DB02557
Q8TCG2	DB02709
Q96RI0	DB11300
P31260	DB00136
P08648	DB02709
F7VJQ1	DB09130
Q9NZD4	DB01592
Q16595	DB01592
P04080	DB09131
P06702	DB01373
O15350	DB01593
P42858	DB09130
Q15238	DB00523
Q8N1G2	DB00118
Q92570	DB01254
P32004	DB00898
P12644	DB01373
Q9UEW3	DB09536
Q99829	DB00277
Q8TCT9	DB00277
Q15155	DB00277
Q7Z5B4	DB00277
Q9Y4R7	DB00277
Q99623	DB06774
P53805	DB00975
Q16602	DB04869
Q9UJU2	DB00903
P38936	DB01169
P39748	DB01592
P00846	DB00783
Q14457	DB00783
Q9NYV7	DB01032
O00303	DB04216
P54652	DB04216
Q9Y230	DB04216
Q15393	DB04216
P56385	DB12695
O75964	DB11638
Q9NR28	DB12695
Q8TF61	DB12695
P52597	DB12695
P61978	DB11638
P34932	DB12695
P61604	DB12695
Q92598	DB12695
Q9Y266	DB12695
Q13219	DB12695
P17980	DB12695
P60903	DB12695
Q12874	DB12695
Q969G3	DB12695
O43399	DB12695
P09493	DB11638
P06753	DB12695
P67936	DB12695
P54578	DB12695
Q04917	DB12695
P27348	DB12695
Q6V0L0	DB00523
Q9NR63	DB00755
P12004	DB00279
Q9UHF0	DB09130
P04217	DB01593
P02765	DB01593
P06727	DB01593
P04003	DB01593
P07358	DB01593
P02748	DB09130
P08603	DB01593
P05156	DB01593
P10909	DB01593
P45973	DB09130
P00739	DB01593
P35858	DB01593
P15814	DB09130
P19823	DB01593
P04264	DB01593
P13645	DB01593
P35908	DB01593
P35527	DB01593
P02750	DB09130
P51884	DB09130
P29622	DB01593
P36955	DB09130
O14791	DB01593
P20851	DB01593
P46736	DB01593
P07357	DB01593
P81605	DB01593
P15924	DB01593
P05160	DB01593
O75636	DB01593
Q86YZ3	DB01593
P01599	DB01593
